instance_id,family,split,label,frequency_hz,period_days,amplitude_hz,phase_rad,coherence_days,slope_hz_per_day,center_day,width_days,frequency_index,amplitude_index,phase_index,noise_seed
damped_tau180_f03_a06_p00_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,0.1308996938995747,,,,,3,6,0,259626
damped_tau180_f03_a06_p00_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,1500.0,0.1308996938995747,,,,,3,6,0,1259626
damped_tau180_f03_a06_p01_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,0.39269908169872414,,,,,3,6,1,259627
damped_tau180_f03_a06_p01_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,1500.0,0.39269908169872414,,,,,3,6,1,1259627
damped_tau180_f03_a06_p02_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,0.6544984694978736,,,,,3,6,2,259628
damped_tau180_f03_a06_p02_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,1500.0,0.6544984694978736,,,,,3,6,2,1259628
damped_tau180_f03_a06_p03_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,0.916297857297023,,,,,3,6,3,259629
damped_tau180_f03_a06_p03_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,1500.0,0.916297857297023,,,,,3,6,3,1259629
damped_tau180_f03_a06_p04_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,1.1780972450961724,,,,,3,6,4,259630
damped_tau180_f03_a06_p04_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,1500.0,1.1780972450961724,,,,,3,6,4,1259630
damped_tau180_f03_a06_p05_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,1.4398966328953218,,,,,3,6,5,259631
damped_tau180_f03_a06_p05_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,1500.0,1.4398966328953218,,,,,3,6,5,1259631
damped_tau180_f03_a06_p06_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,1.7016960206944713,,,,,3,6,6,259632
damped_tau180_f03_a06_p06_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,1500.0,1.7016960206944713,,,,,3,6,6,1259632
damped_tau180_f03_a06_p07_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,1.9634954084936205,,,,,3,6,7,259633
damped_tau180_f03_a06_p07_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,1500.0,1.9634954084936205,,,,,3,6,7,1259633
damped_tau180_f03_a06_p08_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,2.2252947962927703,,,,,3,6,8,259634
damped_tau180_f03_a06_p08_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,1500.0,2.2252947962927703,,,,,3,6,8,1259634
damped_tau180_f03_a06_p09_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,2.4870941840919194,,,,,3,6,9,259635
damped_tau180_f03_a06_p09_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,1500.0,2.4870941840919194,,,,,3,6,9,1259635
damped_tau180_f03_a06_p10_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,2.748893571891069,,,,,3,6,10,259636
damped_tau180_f03_a06_p10_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,1500.0,2.748893571891069,,,,,3,6,10,1259636
damped_tau180_f03_a06_p11_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,3.010692959690218,,,,,3,6,11,259637
damped_tau180_f03_a06_p11_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,1500.0,3.010692959690218,,,,,3,6,11,1259637
damped_tau180_f03_a06_p12_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,3.272492347489368,,,,,3,6,12,259638
damped_tau180_f03_a06_p12_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,1500.0,3.272492347489368,,,,,3,6,12,1259638
damped_tau180_f03_a06_p13_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,3.5342917352885173,,,,,3,6,13,259639
damped_tau180_f03_a06_p13_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,1500.0,3.5342917352885173,,,,,3,6,13,1259639
damped_tau180_f03_a06_p14_y0,damped_sinusoid,validation,0,5.511463844797178e-07,21.0,0.0,3.796091123087667,,,,,3,6,14,259640
damped_tau180_f03_a06_p14_y1,damped_sinusoid,validation,1,5.511463844797178e-07,21.0,1500.0,3.796091123087667,,,,,3,6,14,1259640
damped_tau180_f03_a06_p15_y0,damped_sinusoid,validation,0,5.511463844797178e-07,21.0,0.0,4.057890510886816,,,,,3,6,15,259641
damped_tau180_f03_a06_p15_y1,damped_sinusoid,validation,1,5.511463844797178e-07,21.0,1500.0,4.057890510886816,,,,,3,6,15,1259641
damped_tau180_f03_a06_p16_y0,damped_sinusoid,validation,0,5.511463844797178e-07,21.0,0.0,4.319689898685966,,,,,3,6,16,259642
damped_tau180_f03_a06_p16_y1,damped_sinusoid,validation,1,5.511463844797178e-07,21.0,1500.0,4.319689898685966,,,,,3,6,16,1259642
damped_tau180_f03_a06_p17_y0,damped_sinusoid,validation,0,5.511463844797178e-07,21.0,0.0,4.581489286485115,,,,,3,6,17,259643
damped_tau180_f03_a06_p17_y1,damped_sinusoid,validation,1,5.511463844797178e-07,21.0,1500.0,4.581489286485115,,,,,3,6,17,1259643
damped_tau180_f03_a06_p18_y0,damped_sinusoid,validation,0,5.511463844797178e-07,21.0,0.0,4.843288674284264,,,,,3,6,18,259644
damped_tau180_f03_a06_p18_y1,damped_sinusoid,validation,1,5.511463844797178e-07,21.0,1500.0,4.843288674284264,,,,,3,6,18,1259644
damped_tau180_f03_a06_p19_y0,damped_sinusoid,test,0,5.511463844797178e-07,21.0,0.0,5.105088062083413,,,,,3,6,19,259645
damped_tau180_f03_a06_p19_y1,damped_sinusoid,test,1,5.511463844797178e-07,21.0,1500.0,5.105088062083413,,,,,3,6,19,1259645
damped_tau180_f03_a06_p20_y0,damped_sinusoid,test,0,5.511463844797178e-07,21.0,0.0,5.3668874498825625,,,,,3,6,20,259646
damped_tau180_f03_a06_p20_y1,damped_sinusoid,test,1,5.511463844797178e-07,21.0,1500.0,5.3668874498825625,,,,,3,6,20,1259646
damped_tau180_f03_a06_p21_y0,damped_sinusoid,test,0,5.511463844797178e-07,21.0,0.0,5.6286868376817125,,,,,3,6,21,259647
damped_tau180_f03_a06_p21_y1,damped_sinusoid,test,1,5.511463844797178e-07,21.0,1500.0,5.6286868376817125,,,,,3,6,21,1259647
damped_tau180_f03_a06_p22_y0,damped_sinusoid,test,0,5.511463844797178e-07,21.0,0.0,5.8904862254808625,,,,,3,6,22,259648
damped_tau180_f03_a06_p22_y1,damped_sinusoid,test,1,5.511463844797178e-07,21.0,1500.0,5.8904862254808625,,,,,3,6,22,1259648
damped_tau180_f03_a06_p23_y0,damped_sinusoid,test,0,5.511463844797178e-07,21.0,0.0,6.152285613280012,,,,,3,6,23,259649
damped_tau180_f03_a06_p23_y1,damped_sinusoid,test,1,5.511463844797178e-07,21.0,1500.0,6.152285613280012,,,,,3,6,23,1259649
damped_tau180_f03_a07_p00_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,0.1308996938995747,,,,,3,7,0,259726
damped_tau180_f03_a07_p00_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,2200.0,0.1308996938995747,,,,,3,7,0,1259726
damped_tau180_f03_a07_p01_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,0.39269908169872414,,,,,3,7,1,259727
damped_tau180_f03_a07_p01_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,2200.0,0.39269908169872414,,,,,3,7,1,1259727
damped_tau180_f03_a07_p02_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,0.6544984694978736,,,,,3,7,2,259728
damped_tau180_f03_a07_p02_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,2200.0,0.6544984694978736,,,,,3,7,2,1259728
damped_tau180_f03_a07_p03_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,0.916297857297023,,,,,3,7,3,259729
damped_tau180_f03_a07_p03_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,2200.0,0.916297857297023,,,,,3,7,3,1259729
damped_tau180_f03_a07_p04_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,1.1780972450961724,,,,,3,7,4,259730
damped_tau180_f03_a07_p04_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,2200.0,1.1780972450961724,,,,,3,7,4,1259730
damped_tau180_f03_a07_p05_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,1.4398966328953218,,,,,3,7,5,259731
damped_tau180_f03_a07_p05_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,2200.0,1.4398966328953218,,,,,3,7,5,1259731
damped_tau180_f03_a07_p06_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,1.7016960206944713,,,,,3,7,6,259732
damped_tau180_f03_a07_p06_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,2200.0,1.7016960206944713,,,,,3,7,6,1259732
damped_tau180_f03_a07_p07_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,1.9634954084936205,,,,,3,7,7,259733
damped_tau180_f03_a07_p07_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,2200.0,1.9634954084936205,,,,,3,7,7,1259733
damped_tau180_f03_a07_p08_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,2.2252947962927703,,,,,3,7,8,259734
damped_tau180_f03_a07_p08_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,2200.0,2.2252947962927703,,,,,3,7,8,1259734
damped_tau180_f03_a07_p09_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,2.4870941840919194,,,,,3,7,9,259735
damped_tau180_f03_a07_p09_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,2200.0,2.4870941840919194,,,,,3,7,9,1259735
damped_tau180_f03_a07_p10_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,2.748893571891069,,,,,3,7,10,259736
damped_tau180_f03_a07_p10_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,2200.0,2.748893571891069,,,,,3,7,10,1259736
damped_tau180_f03_a07_p11_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,3.010692959690218,,,,,3,7,11,259737
damped_tau180_f03_a07_p11_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,2200.0,3.010692959690218,,,,,3,7,11,1259737
damped_tau180_f03_a07_p12_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,3.272492347489368,,,,,3,7,12,259738
damped_tau180_f03_a07_p12_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,2200.0,3.272492347489368,,,,,3,7,12,1259738
damped_tau180_f03_a07_p13_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,3.5342917352885173,,,,,3,7,13,259739
damped_tau180_f03_a07_p13_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,2200.0,3.5342917352885173,,,,,3,7,13,1259739
damped_tau180_f03_a07_p14_y0,damped_sinusoid,validation,0,5.511463844797178e-07,21.0,0.0,3.796091123087667,,,,,3,7,14,259740
damped_tau180_f03_a07_p14_y1,damped_sinusoid,validation,1,5.511463844797178e-07,21.0,2200.0,3.796091123087667,,,,,3,7,14,1259740
damped_tau180_f03_a07_p15_y0,damped_sinusoid,validation,0,5.511463844797178e-07,21.0,0.0,4.057890510886816,,,,,3,7,15,259741
damped_tau180_f03_a07_p15_y1,damped_sinusoid,validation,1,5.511463844797178e-07,21.0,2200.0,4.057890510886816,,,,,3,7,15,1259741
damped_tau180_f03_a07_p16_y0,damped_sinusoid,validation,0,5.511463844797178e-07,21.0,0.0,4.319689898685966,,,,,3,7,16,259742
damped_tau180_f03_a07_p16_y1,damped_sinusoid,validation,1,5.511463844797178e-07,21.0,2200.0,4.319689898685966,,,,,3,7,16,1259742
damped_tau180_f03_a07_p17_y0,damped_sinusoid,validation,0,5.511463844797178e-07,21.0,0.0,4.581489286485115,,,,,3,7,17,259743
damped_tau180_f03_a07_p17_y1,damped_sinusoid,validation,1,5.511463844797178e-07,21.0,2200.0,4.581489286485115,,,,,3,7,17,1259743
damped_tau180_f03_a07_p18_y0,damped_sinusoid,validation,0,5.511463844797178e-07,21.0,0.0,4.843288674284264,,,,,3,7,18,259744
damped_tau180_f03_a07_p18_y1,damped_sinusoid,validation,1,5.511463844797178e-07,21.0,2200.0,4.843288674284264,,,,,3,7,18,1259744
damped_tau180_f03_a07_p19_y0,damped_sinusoid,test,0,5.511463844797178e-07,21.0,0.0,5.105088062083413,,,,,3,7,19,259745
damped_tau180_f03_a07_p19_y1,damped_sinusoid,test,1,5.511463844797178e-07,21.0,2200.0,5.105088062083413,,,,,3,7,19,1259745
damped_tau180_f03_a07_p20_y0,damped_sinusoid,test,0,5.511463844797178e-07,21.0,0.0,5.3668874498825625,,,,,3,7,20,259746
damped_tau180_f03_a07_p20_y1,damped_sinusoid,test,1,5.511463844797178e-07,21.0,2200.0,5.3668874498825625,,,,,3,7,20,1259746
damped_tau180_f03_a07_p21_y0,damped_sinusoid,test,0,5.511463844797178e-07,21.0,0.0,5.6286868376817125,,,,,3,7,21,259747
damped_tau180_f03_a07_p21_y1,damped_sinusoid,test,1,5.511463844797178e-07,21.0,2200.0,5.6286868376817125,,,,,3,7,21,1259747
damped_tau180_f03_a07_p22_y0,damped_sinusoid,test,0,5.511463844797178e-07,21.0,0.0,5.8904862254808625,,,,,3,7,22,259748
damped_tau180_f03_a07_p22_y1,damped_sinusoid,test,1,5.511463844797178e-07,21.0,2200.0,5.8904862254808625,,,,,3,7,22,1259748
damped_tau180_f03_a07_p23_y0,damped_sinusoid,test,0,5.511463844797178e-07,21.0,0.0,6.152285613280012,,,,,3,7,23,259749
damped_tau180_f03_a07_p23_y1,damped_sinusoid,test,1,5.511463844797178e-07,21.0,2200.0,6.152285613280012,,,,,3,7,23,1259749
damped_tau180_f03_a08_p00_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,0.1308996938995747,,,,,3,8,0,259826
damped_tau180_f03_a08_p00_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,3200.0,0.1308996938995747,,,,,3,8,0,1259826
damped_tau180_f03_a08_p01_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,0.39269908169872414,,,,,3,8,1,259827
damped_tau180_f03_a08_p01_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,3200.0,0.39269908169872414,,,,,3,8,1,1259827
damped_tau180_f03_a08_p02_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,0.6544984694978736,,,,,3,8,2,259828
damped_tau180_f03_a08_p02_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,3200.0,0.6544984694978736,,,,,3,8,2,1259828
damped_tau180_f03_a08_p03_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,0.916297857297023,,,,,3,8,3,259829
damped_tau180_f03_a08_p03_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,3200.0,0.916297857297023,,,,,3,8,3,1259829
damped_tau180_f03_a08_p04_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,1.1780972450961724,,,,,3,8,4,259830
damped_tau180_f03_a08_p04_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,3200.0,1.1780972450961724,,,,,3,8,4,1259830
damped_tau180_f03_a08_p05_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,1.4398966328953218,,,,,3,8,5,259831
damped_tau180_f03_a08_p05_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,3200.0,1.4398966328953218,,,,,3,8,5,1259831
damped_tau180_f03_a08_p06_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,1.7016960206944713,,,,,3,8,6,259832
damped_tau180_f03_a08_p06_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,3200.0,1.7016960206944713,,,,,3,8,6,1259832
damped_tau180_f03_a08_p07_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,1.9634954084936205,,,,,3,8,7,259833
damped_tau180_f03_a08_p07_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,3200.0,1.9634954084936205,,,,,3,8,7,1259833
damped_tau180_f03_a08_p08_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,2.2252947962927703,,,,,3,8,8,259834
damped_tau180_f03_a08_p08_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,3200.0,2.2252947962927703,,,,,3,8,8,1259834
damped_tau180_f03_a08_p09_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,2.4870941840919194,,,,,3,8,9,259835
damped_tau180_f03_a08_p09_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,3200.0,2.4870941840919194,,,,,3,8,9,1259835
damped_tau180_f03_a08_p10_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,2.748893571891069,,,,,3,8,10,259836
damped_tau180_f03_a08_p10_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,3200.0,2.748893571891069,,,,,3,8,10,1259836
damped_tau180_f03_a08_p11_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,3.010692959690218,,,,,3,8,11,259837
damped_tau180_f03_a08_p11_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,3200.0,3.010692959690218,,,,,3,8,11,1259837
damped_tau180_f03_a08_p12_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,3.272492347489368,,,,,3,8,12,259838
damped_tau180_f03_a08_p12_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,3200.0,3.272492347489368,,,,,3,8,12,1259838
damped_tau180_f03_a08_p13_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,3.5342917352885173,,,,,3,8,13,259839
damped_tau180_f03_a08_p13_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,3200.0,3.5342917352885173,,,,,3,8,13,1259839
damped_tau180_f03_a08_p14_y0,damped_sinusoid,validation,0,5.511463844797178e-07,21.0,0.0,3.796091123087667,,,,,3,8,14,259840
damped_tau180_f03_a08_p14_y1,damped_sinusoid,validation,1,5.511463844797178e-07,21.0,3200.0,3.796091123087667,,,,,3,8,14,1259840
damped_tau180_f03_a08_p15_y0,damped_sinusoid,validation,0,5.511463844797178e-07,21.0,0.0,4.057890510886816,,,,,3,8,15,259841
damped_tau180_f03_a08_p15_y1,damped_sinusoid,validation,1,5.511463844797178e-07,21.0,3200.0,4.057890510886816,,,,,3,8,15,1259841
damped_tau180_f03_a08_p16_y0,damped_sinusoid,validation,0,5.511463844797178e-07,21.0,0.0,4.319689898685966,,,,,3,8,16,259842
damped_tau180_f03_a08_p16_y1,damped_sinusoid,validation,1,5.511463844797178e-07,21.0,3200.0,4.319689898685966,,,,,3,8,16,1259842
damped_tau180_f03_a08_p17_y0,damped_sinusoid,validation,0,5.511463844797178e-07,21.0,0.0,4.581489286485115,,,,,3,8,17,259843
damped_tau180_f03_a08_p17_y1,damped_sinusoid,validation,1,5.511463844797178e-07,21.0,3200.0,4.581489286485115,,,,,3,8,17,1259843
damped_tau180_f03_a08_p18_y0,damped_sinusoid,validation,0,5.511463844797178e-07,21.0,0.0,4.843288674284264,,,,,3,8,18,259844
damped_tau180_f03_a08_p18_y1,damped_sinusoid,validation,1,5.511463844797178e-07,21.0,3200.0,4.843288674284264,,,,,3,8,18,1259844
damped_tau180_f03_a08_p19_y0,damped_sinusoid,test,0,5.511463844797178e-07,21.0,0.0,5.105088062083413,,,,,3,8,19,259845
damped_tau180_f03_a08_p19_y1,damped_sinusoid,test,1,5.511463844797178e-07,21.0,3200.0,5.105088062083413,,,,,3,8,19,1259845
damped_tau180_f03_a08_p20_y0,damped_sinusoid,test,0,5.511463844797178e-07,21.0,0.0,5.3668874498825625,,,,,3,8,20,259846
damped_tau180_f03_a08_p20_y1,damped_sinusoid,test,1,5.511463844797178e-07,21.0,3200.0,5.3668874498825625,,,,,3,8,20,1259846
damped_tau180_f03_a08_p21_y0,damped_sinusoid,test,0,5.511463844797178e-07,21.0,0.0,5.6286868376817125,,,,,3,8,21,259847
damped_tau180_f03_a08_p21_y1,damped_sinusoid,test,1,5.511463844797178e-07,21.0,3200.0,5.6286868376817125,,,,,3,8,21,1259847
damped_tau180_f03_a08_p22_y0,damped_sinusoid,test,0,5.511463844797178e-07,21.0,0.0,5.8904862254808625,,,,,3,8,22,259848
damped_tau180_f03_a08_p22_y1,damped_sinusoid,test,1,5.511463844797178e-07,21.0,3200.0,5.8904862254808625,,,,,3,8,22,1259848
damped_tau180_f03_a08_p23_y0,damped_sinusoid,test,0,5.511463844797178e-07,21.0,0.0,6.152285613280012,,,,,3,8,23,259849
damped_tau180_f03_a08_p23_y1,damped_sinusoid,test,1,5.511463844797178e-07,21.0,3200.0,6.152285613280012,,,,,3,8,23,1259849
damped_tau180_f03_a09_p00_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,0.1308996938995747,,,,,3,9,0,259926
damped_tau180_f03_a09_p00_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,4500.0,0.1308996938995747,,,,,3,9,0,1259926
damped_tau180_f03_a09_p01_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,0.39269908169872414,,,,,3,9,1,259927
damped_tau180_f03_a09_p01_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,4500.0,0.39269908169872414,,,,,3,9,1,1259927
damped_tau180_f03_a09_p02_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,0.6544984694978736,,,,,3,9,2,259928
damped_tau180_f03_a09_p02_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,4500.0,0.6544984694978736,,,,,3,9,2,1259928
damped_tau180_f03_a09_p03_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,0.916297857297023,,,,,3,9,3,259929
damped_tau180_f03_a09_p03_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,4500.0,0.916297857297023,,,,,3,9,3,1259929
damped_tau180_f03_a09_p04_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,1.1780972450961724,,,,,3,9,4,259930
damped_tau180_f03_a09_p04_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,4500.0,1.1780972450961724,,,,,3,9,4,1259930
damped_tau180_f03_a09_p05_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,1.4398966328953218,,,,,3,9,5,259931
damped_tau180_f03_a09_p05_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,4500.0,1.4398966328953218,,,,,3,9,5,1259931
damped_tau180_f03_a09_p06_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,1.7016960206944713,,,,,3,9,6,259932
damped_tau180_f03_a09_p06_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,4500.0,1.7016960206944713,,,,,3,9,6,1259932
damped_tau180_f03_a09_p07_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,1.9634954084936205,,,,,3,9,7,259933
damped_tau180_f03_a09_p07_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,4500.0,1.9634954084936205,,,,,3,9,7,1259933
damped_tau180_f03_a09_p08_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,2.2252947962927703,,,,,3,9,8,259934
damped_tau180_f03_a09_p08_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,4500.0,2.2252947962927703,,,,,3,9,8,1259934
damped_tau180_f03_a09_p09_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,2.4870941840919194,,,,,3,9,9,259935
damped_tau180_f03_a09_p09_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,4500.0,2.4870941840919194,,,,,3,9,9,1259935
damped_tau180_f03_a09_p10_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,2.748893571891069,,,,,3,9,10,259936
damped_tau180_f03_a09_p10_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,4500.0,2.748893571891069,,,,,3,9,10,1259936
damped_tau180_f03_a09_p11_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,3.010692959690218,,,,,3,9,11,259937
damped_tau180_f03_a09_p11_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,4500.0,3.010692959690218,,,,,3,9,11,1259937
damped_tau180_f03_a09_p12_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,3.272492347489368,,,,,3,9,12,259938
damped_tau180_f03_a09_p12_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,4500.0,3.272492347489368,,,,,3,9,12,1259938
damped_tau180_f03_a09_p13_y0,damped_sinusoid,train,0,5.511463844797178e-07,21.0,0.0,3.5342917352885173,,,,,3,9,13,259939
damped_tau180_f03_a09_p13_y1,damped_sinusoid,train,1,5.511463844797178e-07,21.0,4500.0,3.5342917352885173,,,,,3,9,13,1259939
damped_tau180_f03_a09_p14_y0,damped_sinusoid,validation,0,5.511463844797178e-07,21.0,0.0,3.796091123087667,,,,,3,9,14,259940
damped_tau180_f03_a09_p14_y1,damped_sinusoid,validation,1,5.511463844797178e-07,21.0,4500.0,3.796091123087667,,,,,3,9,14,1259940
damped_tau180_f03_a09_p15_y0,damped_sinusoid,validation,0,5.511463844797178e-07,21.0,0.0,4.057890510886816,,,,,3,9,15,259941
damped_tau180_f03_a09_p15_y1,damped_sinusoid,validation,1,5.511463844797178e-07,21.0,4500.0,4.057890510886816,,,,,3,9,15,1259941
damped_tau180_f03_a09_p16_y0,damped_sinusoid,validation,0,5.511463844797178e-07,21.0,0.0,4.319689898685966,,,,,3,9,16,259942
damped_tau180_f03_a09_p16_y1,damped_sinusoid,validation,1,5.511463844797178e-07,21.0,4500.0,4.319689898685966,,,,,3,9,16,1259942
damped_tau180_f03_a09_p17_y0,damped_sinusoid,validation,0,5.511463844797178e-07,21.0,0.0,4.581489286485115,,,,,3,9,17,259943
damped_tau180_f03_a09_p17_y1,damped_sinusoid,validation,1,5.511463844797178e-07,21.0,4500.0,4.581489286485115,,,,,3,9,17,1259943
damped_tau180_f03_a09_p18_y0,damped_sinusoid,validation,0,5.511463844797178e-07,21.0,0.0,4.843288674284264,,,,,3,9,18,259944
damped_tau180_f03_a09_p18_y1,damped_sinusoid,validation,1,5.511463844797178e-07,21.0,4500.0,4.843288674284264,,,,,3,9,18,1259944
damped_tau180_f03_a09_p19_y0,damped_sinusoid,test,0,5.511463844797178e-07,21.0,0.0,5.105088062083413,,,,,3,9,19,259945
damped_tau180_f03_a09_p19_y1,damped_sinusoid,test,1,5.511463844797178e-07,21.0,4500.0,5.105088062083413,,,,,3,9,19,1259945
damped_tau180_f03_a09_p20_y0,damped_sinusoid,test,0,5.511463844797178e-07,21.0,0.0,5.3668874498825625,,,,,3,9,20,259946
damped_tau180_f03_a09_p20_y1,damped_sinusoid,test,1,5.511463844797178e-07,21.0,4500.0,5.3668874498825625,,,,,3,9,20,1259946
damped_tau180_f03_a09_p21_y0,damped_sinusoid,test,0,5.511463844797178e-07,21.0,0.0,5.6286868376817125,,,,,3,9,21,259947
damped_tau180_f03_a09_p21_y1,damped_sinusoid,test,1,5.511463844797178e-07,21.0,4500.0,5.6286868376817125,,,,,3,9,21,1259947
