instance_id,family,split,label,slope_abs_hz_per_day,slope_hz_per_day,repeat_index,noise_seed,score_linear_drift,pred_slope_hz_per_day
linear_drift_s04_r19_y1,slow_linear_drift,test,1,5.0,-5.0,19,1729076,16.675019297928014,-11.045468962796058
linear_drift_s04_r20_y0,slow_linear_drift,test,0,5.0,0.0,20,729077,0.36797478666778716,-1.6408165132665307
linear_drift_s04_r20_y1,slow_linear_drift,test,1,5.0,5.0,20,1729077,0.7105106683516453,2.2800075686948276
linear_drift_s04_r21_y0,slow_linear_drift,test,0,5.0,0.0,21,729078,0.5755739001507649,-2.052114236040688
linear_drift_s04_r21_y1,slow_linear_drift,test,1,5.0,-5.0,21,1729078,5.447278264219662,-6.313072364798003
linear_drift_s04_r22_y0,slow_linear_drift,test,0,5.0,0.0,22,729079,2.221814150779643,-4.031854502018906
linear_drift_s04_r22_y1,slow_linear_drift,test,1,5.0,5.0,22,1729079,5.865077230790732,6.550702172144501
linear_drift_s04_r23_y0,slow_linear_drift,test,0,5.0,0.0,23,729080,0.07665829395665469,-0.7489116076332311
linear_drift_s04_r23_y1,slow_linear_drift,test,1,5.0,-5.0,23,1729080,4.199824711662686,-5.543276851041929
linear_drift_s05_r00_y0,slow_linear_drift,train,0,7.5,0.0,0,979057,1.600997156991255,3.4225221492828637
linear_drift_s05_r00_y1,slow_linear_drift,train,1,7.5,7.5,0,1979057,5.303989362575649,6.229487364196434
linear_drift_s05_r01_y0,slow_linear_drift,train,0,7.5,0.0,1,979058,0.4472475830210385,1.8089434405894178
linear_drift_s05_r01_y1,slow_linear_drift,train,1,7.5,-7.5,1,1979058,11.155044821922864,-9.034136472814394
linear_drift_s05_r02_y0,slow_linear_drift,train,0,7.5,0.0,2,979059,0.01821654004287865,-0.36507654636697323
linear_drift_s05_r02_y1,slow_linear_drift,train,1,7.5,7.5,2,1979059,6.078090367597902,6.668598393170165
linear_drift_s05_r03_y0,slow_linear_drift,train,0,7.5,0.0,3,979060,0.4917598979301516,-1.896826210097426
linear_drift_s05_r03_y1,slow_linear_drift,train,1,7.5,-7.5,3,1979060,13.380821664385032,-9.894466406781582
linear_drift_s05_r04_y0,slow_linear_drift,train,0,7.5,0.0,4,979061,0.029586590691408787,-0.46526292734955427
linear_drift_s05_r04_y1,slow_linear_drift,train,1,7.5,7.5,4,1979061,9.044584119322813,8.134770184580836
linear_drift_s05_r05_y0,slow_linear_drift,train,0,7.5,0.0,5,979062,0.5578079240360125,2.0201951622022536
linear_drift_s05_r05_y1,slow_linear_drift,train,1,7.5,-7.5,5,1979062,15.783065103393056,-10.745995664598444
linear_drift_s05_r06_y0,slow_linear_drift,train,0,7.5,0.0,6,979063,1.6925583698250222,3.5190287455687717
linear_drift_s05_r06_y1,slow_linear_drift,train,1,7.5,7.5,6,1979063,2.4852099446800437,4.264150539863592
linear_drift_s05_r07_y0,slow_linear_drift,train,0,7.5,0.0,7,979064,0.8224186113232719,2.452999456442519
linear_drift_s05_r07_y1,slow_linear_drift,train,1,7.5,-7.5,7,1979064,7.630661877498106,-7.471917912372834
linear_drift_s05_r08_y0,slow_linear_drift,train,0,7.5,0.0,8,979065,0.2638196695295605,-1.3893273110365618
linear_drift_s05_r08_y1,slow_linear_drift,train,1,7.5,7.5,8,1979065,11.211794167873762,9.057087117716856
linear_drift_s05_r09_y0,slow_linear_drift,train,0,7.5,0.0,9,979066,0.18163950798084727,1.152805780436013
linear_drift_s05_r09_y1,slow_linear_drift,train,1,7.5,-7.5,9,1979066,16.516920515777123,-10.992982243453092
linear_drift_s05_r10_y0,slow_linear_drift,train,0,7.5,0.0,10,979067,0.09764254853828191,-0.8452215086991703
linear_drift_s05_r10_y1,slow_linear_drift,train,1,7.5,7.5,10,1979067,14.303236013273356,10.229823471541689
linear_drift_s05_r11_y0,slow_linear_drift,train,0,7.5,0.0,11,979068,0.018731744857802823,-0.37020314498903706
linear_drift_s05_r11_y1,slow_linear_drift,train,1,7.5,-7.5,11,1979068,0.3815720473939095,-1.6708569259404122
linear_drift_s05_r12_y0,slow_linear_drift,train,0,7.5,0.0,12,979069,0.07262266809571116,-0.7289321194811379
linear_drift_s05_r12_y1,slow_linear_drift,train,1,7.5,7.5,12,1979069,10.983633700645598,8.964457395270228
linear_drift_s05_r13_y0,slow_linear_drift,train,0,7.5,0.0,13,979070,0.20861812613632225,-1.235455215517075
linear_drift_s05_r13_y1,slow_linear_drift,train,1,7.5,-7.5,13,1979070,8.586492322010436,-7.926087821057463
linear_drift_s05_r14_y0,slow_linear_drift,validation,0,7.5,0.0,14,979071,1.0419313568062094,2.7610262852478837
linear_drift_s05_r14_y1,slow_linear_drift,validation,1,7.5,7.5,14,1979071,1.559051357406588,3.377389881400567
linear_drift_s05_r15_y0,slow_linear_drift,validation,0,7.5,0.0,15,979072,1.5263608666201165,3.341793411886921
linear_drift_s05_r15_y1,slow_linear_drift,validation,1,7.5,-7.5,15,1979072,6.296207356458154,-6.787197678244725
linear_drift_s05_r16_y0,slow_linear_drift,validation,0,7.5,0.0,16,979073,0.32548734512587885,-1.543185169797769
linear_drift_s05_r16_y1,slow_linear_drift,validation,1,7.5,7.5,16,1979073,10.702259875021234,8.84888871250043
linear_drift_s05_r17_y0,slow_linear_drift,validation,0,7.5,0.0,17,979074,9.125953331474548,8.171280308105525
linear_drift_s05_r17_y1,slow_linear_drift,validation,1,7.5,-7.5,17,1979074,6.512209179405893,-6.90263895596015
linear_drift_s05_r18_y0,slow_linear_drift,validation,0,7.5,0.0,18,979075,0.9894345212939584,2.6905713689616304
linear_drift_s05_r18_y1,slow_linear_drift,validation,1,7.5,7.5,18,1979075,5.358898314605241,6.261649373011028
linear_drift_s05_r19_y0,slow_linear_drift,test,0,7.5,0.0,19,979076,0.007627790119880018,0.23623832488079427
linear_drift_s05_r19_y1,slow_linear_drift,test,1,7.5,-7.5,19,1979076,8.14190926435279,-7.718166020027939
linear_drift_s05_r20_y0,slow_linear_drift,test,0,7.5,0.0,20,979077,0.2336731939314518,-1.3075413572572046
linear_drift_s05_r20_y1,slow_linear_drift,test,1,7.5,7.5,20,1979077,5.296591635153568,6.225141566489212
linear_drift_s05_r21_y0,slow_linear_drift,test,0,7.5,0.0,21,979078,0.2065935440823523,-1.2294457217778947
linear_drift_s05_r21_y1,slow_linear_drift,test,1,7.5,-7.5,21,1979078,23.24890720079323,-13.042242141861575
linear_drift_s05_r22_y0,slow_linear_drift,test,0,7.5,0.0,22,979079,0.46305156076426357,-1.8406264696863637
linear_drift_s05_r22_y1,slow_linear_drift,test,1,7.5,7.5,22,1979079,14.109434035628432,10.160282509341958
linear_drift_s05_r23_y0,slow_linear_drift,test,0,7.5,0.0,23,979080,1.5003363566500312,3.3131820800521634
linear_drift_s05_r23_y1,slow_linear_drift,test,1,7.5,-7.5,23,1979080,11.088680852039815,-9.007223289792671
linear_drift_s06_r00_y0,slow_linear_drift,train,0,10.0,0.0,0,1229057,3.398673198148039,-4.986613292856758
linear_drift_s06_r00_y1,slow_linear_drift,train,1,10.0,10.0,0,2229057,10.629815854907918,8.81888861961344
linear_drift_s06_r01_y0,slow_linear_drift,train,0,10.0,0.0,1,1229058,3.80702281736167,5.2776881748390885
linear_drift_s06_r01_y1,slow_linear_drift,train,1,10.0,-10.0,1,2229058,14.217547583660199,-10.19913481079342
linear_drift_s06_r02_y0,slow_linear_drift,train,0,10.0,0.0,2,1229059,1.4609651080790016,-3.2694214604238736
linear_drift_s06_r02_y1,slow_linear_drift,train,1,10.0,10.0,2,2229059,24.206735605167495,13.308193302283334
linear_drift_s06_r03_y0,slow_linear_drift,train,0,10.0,0.0,3,1229060,0.0014218391306712874,-0.10199437433911648
linear_drift_s06_r03_y1,slow_linear_drift,train,1,10.0,-10.0,3,2229060,15.691341551812911,-10.714724897362492
linear_drift_s06_r04_y0,slow_linear_drift,train,0,10.0,0.0,4,1229061,0.5678218705796212,-2.038248094960335
linear_drift_s06_r04_y1,slow_linear_drift,train,1,10.0,10.0,4,2229061,15.003680153503254,10.47731221531138
linear_drift_s06_r05_y0,slow_linear_drift,train,0,10.0,0.0,5,1229062,0.054609932878292966,-0.6321014817992742
linear_drift_s06_r05_y1,slow_linear_drift,train,1,10.0,-10.0,5,2229062,14.333710218835492,-10.240715407806983
linear_drift_s06_r06_y0,slow_linear_drift,train,0,10.0,0.0,6,1229063,0.12052321010147438,0.9390448436311519
linear_drift_s06_r06_y1,slow_linear_drift,train,1,10.0,10.0,6,2229063,20.379065716411482,12.210771994030676
linear_drift_s06_r07_y0,slow_linear_drift,train,0,10.0,0.0,7,1229064,0.0038768553028276642,-0.16841888314677342
linear_drift_s06_r07_y1,slow_linear_drift,train,1,10.0,-10.0,7,2229064,14.43550967522124,-10.277016365681627
linear_drift_s06_r08_y0,slow_linear_drift,train,0,10.0,0.0,8,1229065,0.015116601480862357,0.3325661700774599
linear_drift_s06_r08_y1,slow_linear_drift,train,1,10.0,10.0,8,2229065,12.658828396187634,9.623825579842114
linear_drift_s06_r09_y0,slow_linear_drift,train,0,10.0,0.0,9,1229066,1.8756101480096063,-3.7044375175072286
linear_drift_s06_r09_y1,slow_linear_drift,train,1,10.0,-10.0,9,2229066,4.471759744155207,-5.719923468527815
linear_drift_s06_r10_y0,slow_linear_drift,train,0,10.0,0.0,10,1229067,0.078058571910816,0.755720647201269
linear_drift_s06_r10_y1,slow_linear_drift,train,1,10.0,10.0,10,2229067,1.0559825457173133,2.77958114460115
linear_drift_s06_r11_y0,slow_linear_drift,train,0,10.0,0.0,11,1229068,0.06702582586736838,-0.7002805658585655
linear_drift_s06_r11_y1,slow_linear_drift,train,1,10.0,-10.0,11,2229068,20.960720668775714,-12.38380464165877
linear_drift_s06_r12_y0,slow_linear_drift,train,0,10.0,0.0,12,1229069,0.4258265452676042,1.7650920244501938
linear_drift_s06_r12_y1,slow_linear_drift,train,1,10.0,10.0,12,2229069,15.326478841754607,10.58942020277391
linear_drift_s06_r13_y0,slow_linear_drift,train,0,10.0,0.0,13,1229070,0.00011461443988736164,0.028958139455493845
linear_drift_s06_r13_y1,slow_linear_drift,train,1,10.0,-10.0,13,2229070,15.498847780831369,-10.648800566262384
linear_drift_s06_r14_y0,slow_linear_drift,validation,0,10.0,0.0,14,1229071,0.5506909332856935,-2.0072661006349497
linear_drift_s06_r14_y1,slow_linear_drift,validation,1,10.0,10.0,14,2229071,34.89030802421356,15.977299962357836
linear_drift_s06_r15_y0,slow_linear_drift,validation,0,10.0,0.0,15,1229072,0.3907678775801955,1.69087076419031
linear_drift_s06_r15_y1,slow_linear_drift,validation,1,10.0,-10.0,15,2229072,18.654075981543272,-11.682555630605195
linear_drift_s06_r16_y0,slow_linear_drift,validation,0,10.0,0.0,16,1229073,0.013278634032808156,-0.3116934585188052
linear_drift_s06_r16_y1,slow_linear_drift,validation,1,10.0,10.0,16,2229073,30.925856592389657,15.042217219517978
linear_drift_s06_r17_y0,slow_linear_drift,validation,0,10.0,0.0,17,1229074,0.3425119849964453,1.5830290090674222
linear_drift_s06_r17_y1,slow_linear_drift,validation,1,10.0,-10.0,17,2229074,24.642966768711815,-13.42757178232322
linear_drift_s06_r18_y0,slow_linear_drift,validation,0,10.0,0.0,18,1229075,1.4456149583067486,3.2522004362962615
linear_drift_s06_r18_y1,slow_linear_drift,validation,1,10.0,10.0,18,2229075,8.535625301838053,7.902575579909254
linear_drift_s06_r19_y0,slow_linear_drift,test,0,10.0,0.0,19,1229076,5.299928468977491,-6.227102166228215
linear_drift_s06_r19_y1,slow_linear_drift,test,1,10.0,-10.0,19,2229076,18.775211355269093,-11.720426193668274
linear_drift_s06_r20_y0,slow_linear_drift,test,0,10.0,0.0,20,1229077,2.1738549975412838,-3.988102144405686
linear_drift_s06_r20_y1,slow_linear_drift,test,1,10.0,10.0,20,2229077,3.9406872983683314,5.3695386661419215
linear_drift_s06_r21_y0,slow_linear_drift,test,0,10.0,0.0,21,1229078,1.3133045889522776,-3.0998003141154147
linear_drift_s06_r21_y1,slow_linear_drift,test,1,10.0,-10.0,21,2229078,17.538843553503504,-11.327953670412812
linear_drift_s06_r22_y0,slow_linear_drift,test,0,10.0,0.0,22,1229079,0.025898486668033627,0.4352995125666758
linear_drift_s06_r22_y1,slow_linear_drift,test,1,10.0,10.0,22,2229079,4.777815274048578,5.912425266943165
linear_drift_s06_r23_y0,slow_linear_drift,test,0,10.0,0.0,23,1229080,0.014329671716367898,-0.32379423165929333
linear_drift_s06_r23_y1,slow_linear_drift,test,1,10.0,-10.0,23,2229080,16.696992744255525,-11.052744130252984
linear_drift_s07_r00_y0,slow_linear_drift,train,0,15.0,0.0,0,1729057,0.2586096314756503,-1.3755403508806887
linear_drift_s07_r00_y1,slow_linear_drift,train,1,15.0,15.0,0,2729057,21.23054926751181,12.463258481171387
linear_drift_s07_r01_y0,slow_linear_drift,train,0,15.0,0.0,1,1729058,0.6051999353593018,-2.104264960551337
linear_drift_s07_r01_y1,slow_linear_drift,train,1,15.0,-15.0,1,2729058,26.354506085440725,-13.88604050588298
linear_drift_s07_r02_y0,slow_linear_drift,train,0,15.0,0.0,2,1729059,0.20354015904428024,-1.2203264986585198
linear_drift_s07_r02_y1,slow_linear_drift,train,1,15.0,15.0,2,2729059,44.786168531307524,18.101849176694348
linear_drift_s07_r03_y0,slow_linear_drift,train,0,15.0,0.0,3,1729060,0.011659077075975688,-0.2920673927100811
linear_drift_s07_r03_y1,slow_linear_drift,train,1,15.0,-15.0,3,2729060,41.24284785477585,-17.371019590864343
linear_drift_s07_r04_y0,slow_linear_drift,train,0,15.0,0.0,4,1729061,0.012906641617291825,-0.30729649911260243
linear_drift_s07_r04_y1,slow_linear_drift,train,1,15.0,15.0,4,2729061,14.471591764528426,10.289852240638176
linear_drift_s07_r05_y0,slow_linear_drift,train,0,15.0,0.0,5,1729062,3.333723167097496,4.93873534068145
linear_drift_s07_r05_y1,slow_linear_drift,train,1,15.0,-15.0,5,2729062,33.900011737841155,-15.748924874792356
linear_drift_s07_r06_y0,slow_linear_drift,train,0,15.0,0.0,6,1729063,3.9890020809459585,5.402354991305737
linear_drift_s07_r06_y1,slow_linear_drift,train,1,15.0,15.0,6,2729063,43.180663570653174,17.77442838784109
linear_drift_s07_r07_y0,slow_linear_drift,train,0,15.0,0.0,7,1729064,1.777991008822255e-05,0.011405537773639495
linear_drift_s07_r07_y1,slow_linear_drift,train,1,15.0,-15.0,7,2729064,47.52052823419961,-18.646254899044585
linear_drift_s07_r08_y0,slow_linear_drift,train,0,15.0,0.0,8,1729065,0.4007987994019473,-1.7124353837850177
linear_drift_s07_r08_y1,slow_linear_drift,train,1,15.0,15.0,8,2729065,21.140708495472893,12.436860298447467
linear_drift_s07_r09_y0,slow_linear_drift,train,0,15.0,0.0,9,1729066,2.8467735319273615,4.56380885530768
linear_drift_s07_r09_y1,slow_linear_drift,train,1,15.0,-15.0,9,2729066,53.00624935444901,-19.693119882104305
linear_drift_s07_r10_y0,slow_linear_drift,train,0,15.0,0.0,10,1729067,1.2888888804243237,-3.070850864657576
linear_drift_s07_r10_y1,slow_linear_drift,train,1,15.0,15.0,10,2729067,28.112013083148895,14.341578690789962
linear_drift_s07_r11_y0,slow_linear_drift,train,0,15.0,0.0,11,1729068,0.02733197589857639,0.44718425253804656
linear_drift_s07_r11_y1,slow_linear_drift,train,1,15.0,-15.0,11,2729068,30.257649504237136,-14.878823122499057
linear_drift_s07_r12_y0,slow_linear_drift,train,0,15.0,0.0,12,1729069,1.1377276571669483,2.8851616099344106
linear_drift_s07_r12_y1,slow_linear_drift,train,1,15.0,15.0,12,2729069,21.942272537045753,12.670442709301387
linear_drift_s07_r13_y0,slow_linear_drift,train,0,15.0,0.0,13,1729070,1.937121557249604,3.7646917660153756
linear_drift_s07_r13_y1,slow_linear_drift,train,1,15.0,-15.0,13,2729070,16.781121999847343,-11.08055425144114
linear_drift_s07_r14_y0,slow_linear_drift,validation,0,15.0,0.0,14,1729071,0.20529087550209368,1.2255634781262226
linear_drift_s07_r14_y1,slow_linear_drift,validation,1,15.0,15.0,14,2729071,51.21519415393023,19.357550404036754
linear_drift_s07_r15_y0,slow_linear_drift,validation,0,15.0,0.0,15,1729072,1.10000016657294,-2.8369217863966876
linear_drift_s07_r15_y1,slow_linear_drift,validation,1,15.0,-15.0,15,2729072,14.432699764321711,-10.276016092523351
linear_drift_s07_r16_y0,slow_linear_drift,validation,0,15.0,0.0,16,1729073,0.0020803448244137712,0.12337258099927342
linear_drift_s07_r16_y1,slow_linear_drift,validation,1,15.0,15.0,16,2729073,17.565217790874335,11.336467741030862
linear_drift_s07_r17_y0,slow_linear_drift,validation,0,15.0,0.0,17,1729074,0.04216091497130492,0.555400160233506
linear_drift_s07_r17_y1,slow_linear_drift,validation,1,15.0,-15.0,17,2729074,18.383549891923522,-11.597534579422383
linear_drift_s07_r18_y0,slow_linear_drift,validation,0,15.0,0.0,18,1729075,4.475539360638152,5.722340252072392
linear_drift_s07_r18_y1,slow_linear_drift,validation,1,15.0,15.0,18,2729075,29.77873102175674,14.760602350580195
linear_drift_s07_r19_y0,slow_linear_drift,test,0,15.0,0.0,19,1729076,4.995259076665992,-6.045468962796059
linear_drift_s07_r19_y1,slow_linear_drift,test,1,15.0,-15.0,19,2729076,36.867749637052285,-16.42382473463739
linear_drift_s07_r20_y0,slow_linear_drift,test,0,15.0,0.0,20,1729077,1.0111915156314453,-2.719992431305172
linear_drift_s07_r20_y1,slow_linear_drift,test,1,15.0,15.0,20,2729077,34.70892472292081,15.93571546714899
linear_drift_s07_r21_y0,slow_linear_drift,test,0,15.0,0.0,21,1729078,0.23565428886451656,-1.313072364798001
linear_drift_s07_r21_y1,slow_linear_drift,test,1,15.0,-15.0,21,2729078,25.293650207076027,-13.603690454007646
linear_drift_s07_r22_y0,slow_linear_drift,test,0,15.0,0.0,22,1729079,0.3286660280388247,1.550702172144501
linear_drift_s07_r22_y1,slow_linear_drift,test,1,15.0,15.0,22,2729079,20.154838021828567,12.143409573180882
linear_drift_s07_r23_y0,slow_linear_drift,test,0,15.0,0.0,23,1729080,0.04034042100101942,-0.5432768510419286
linear_drift_s07_r23_y1,slow_linear_drift,test,1,15.0,-15.0,23,2729080,38.967709430800824,-16.885091800642822
linear_drift_s08_r00_y0,slow_linear_drift,train,0,20.0,0.0,0,2229057,0.19066884425700437,-1.1811113803865616
linear_drift_s08_r00_y1,slow_linear_drift,train,1,20.0,20.0,0,3229057,60.997820507170005,21.125555901866168
linear_drift_s08_r01_y0,slow_linear_drift,train,0,20.0,0.0,1,2229058,0.00541991402447195,-0.19913481079341994
linear_drift_s08_r01_y1,slow_linear_drift,train,1,20.0,-20.0,1,3229058,51.317876505459196,-19.37694585436688
linear_drift_s08_r02_y0,slow_linear_drift,train,0,20.0,0.0,2,2229059,1.4958215371316257,3.3081933022833327
linear_drift_s08_r02_y1,slow_linear_drift,train,1,20.0,20.0,2,3229059,48.12994649585647,18.765436740694625
linear_drift_s08_r03_y0,slow_linear_drift,train,0,20.0,0.0,3,2229060,0.06981935747548818,-0.7147248973624896
linear_drift_s08_r03_y1,slow_linear_drift,train,1,20.0,-20.0,3,3229060,38.07690609910709,-16.690979108260606
linear_drift_s08_r04_y0,slow_linear_drift,train,0,20.0,0.0,4,2229061,0.031138889742251763,0.4773122153113798
linear_drift_s08_r04_y1,slow_linear_drift,train,1,20.0,20.0,4,3229061,65.86220608754888,21.951748775448085
linear_drift_s08_r05_y0,slow_linear_drift,train,0,20.0,0.0,5,2229062,0.007919646651117773,-0.24071540780698214
linear_drift_s08_r05_y1,slow_linear_drift,train,1,20.0,-20.0,5,3229062,50.97548773376994,-19.312196956503087
linear_drift_s08_r06_y0,slow_linear_drift,train,0,20.0,0.0,6,2229063,0.6680145693921489,2.210771994030672
linear_drift_s08_r06_y1,slow_linear_drift,train,1,20.0,20.0,6,3229063,54.40536138759089,19.951329299468362
linear_drift_s08_r07_y0,slow_linear_drift,train,0,20.0,0.0,7,2229064,0.010488391270477848,-0.2770163656816246
linear_drift_s08_r07_y1,slow_linear_drift,train,1,20.0,-20.0,7,3229064,45.339881164477234,-18.21340629894191
linear_drift_s08_r08_y0,slow_linear_drift,train,0,20.0,0.0,8,2229065,0.019340894070889902,-0.3761744201578906
linear_drift_s08_r08_y1,slow_linear_drift,train,1,20.0,20.0,8,3229065,63.10369001491548,21.487127696546924
linear_drift_s08_r09_y0,slow_linear_drift,train,0,20.0,0.0,9,2229066,2.503808417745404,4.280076531472185
linear_drift_s08_r09_y1,slow_linear_drift,train,1,20.0,-20.0,9,3229066,61.45608586156047,-21.20476361098992
linear_drift_s08_r10_y0,slow_linear_drift,train,0,20.0,0.0,10,2229067,7.1256224764770835,-7.22041885539885
linear_drift_s08_r10_y1,slow_linear_drift,train,1,20.0,20.0,10,3229067,73.12211469274419,23.129985387693882
linear_drift_s08_r11_y0,slow_linear_drift,train,0,20.0,0.0,11,2229068,0.7766750392897279,-2.383804641658771
linear_drift_s08_r11_y1,slow_linear_drift,train,1,20.0,-20.0,11,3229068,45.98073161122399,-18.341672120026814
linear_drift_s08_r12_y0,slow_linear_drift,train,0,20.0,0.0,12,2229069,0.04748408359760958,0.5894202027739085
linear_drift_s08_r12_y1,slow_linear_drift,train,1,20.0,20.0,12,3229069,33.23895066118176,15.594614357768164
linear_drift_s08_r13_y0,slow_linear_drift,train,0,20.0,0.0,13,2229070,0.05753345650051145,-0.6488005662623855
linear_drift_s08_r13_y1,slow_linear_drift,train,1,20.0,-20.0,13,3229070,65.23916795185718,-21.84767334305934
linear_drift_s08_r14_y0,slow_linear_drift,validation,0,20.0,0.0,14,2229071,4.883240654266096,5.977299962357839
linear_drift_s08_r14_y1,slow_linear_drift,validation,1,20.0,20.0,14,3229071,52.19677568500454,19.542171724732885
linear_drift_s08_r15_y0,slow_linear_drift,validation,0,20.0,0.0,15,2229072,0.3869339977579642,-1.6825556306051925
linear_drift_s08_r15_y1,slow_linear_drift,validation,1,20.0,-20.0,15,3229072,50.26284258539551,-19.17672808121393
linear_drift_s08_r16_y0,slow_linear_drift,validation,0,20.0,0.0,16,2229073,3.474890536707825,5.04221721951798
linear_drift_s08_r16_y1,slow_linear_drift,validation,1,20.0,20.0,16,3229073,47.6228203592935,18.66631296415809
linear_drift_s08_r17_y0,slow_linear_drift,validation,0,20.0,0.0,17,2229074,1.6057249055566771,-3.4275717823232226
linear_drift_s08_r17_y1,slow_linear_drift,validation,1,20.0,-20.0,17,3229074,65.12275366786727,-21.828171892017515
linear_drift_s08_r18_y0,slow_linear_drift,validation,0,20.0,0.0,18,2229075,0.6012715653666163,-2.0974244200907486
linear_drift_s08_r18_y1,slow_linear_drift,validation,1,20.0,20.0,18,3229075,54.87928030528903,20.0380377626381
linear_drift_s08_r19_y0,slow_linear_drift,test,0,20.0,0.0,19,2229076,0.40454805558020723,-1.7204261936682688
linear_drift_s08_r19_y1,slow_linear_drift,test,1,20.0,-20.0,19,3229076,32.60840504215522,-15.445990575154282
linear_drift_s08_r20_y0,slow_linear_drift,test,0,20.0,0.0,20,2229077,2.9305325527801216,-4.63046133385808
linear_drift_s08_r20_y1,slow_linear_drift,test,1,20.0,20.0,20,3229077,34.081827521513254,15.79110146874465
linear_drift_s08_r21_y0,slow_linear_drift,test,0,20.0,0.0,21,2229078,0.2410259887917121,-1.3279536704128108
linear_drift_s08_r21_y1,slow_linear_drift,test,1,20.0,-20.0,21,3229078,65.68302332597321,-21.921867800440552
linear_drift_s08_r22_y0,slow_linear_drift,test,0,20.0,0.0,22,2229079,2.283649445557856,-4.087574733056836
linear_drift_s08_r22_y1,slow_linear_drift,test,1,20.0,20.0,22,3229079,69.57426805505042,22.56188130359382
linear_drift_s08_r23_y0,slow_linear_drift,test,0,20.0,0.0,23,2229080,0.15147594938206055,-1.0527441302529832
linear_drift_s08_r23_y1,slow_linear_drift,test,1,20.0,-20.0,23,3229080,60.44496024266226,-21.029601116129054
linear_drift_s09_r00_y0,slow_linear_drift,train,0,30.0,0.0,0,3229057,0.1731538550423224,1.1255559018661632
linear_drift_s09_r00_y1,slow_linear_drift,train,1,30.0,30.0,0,4229057,88.16317353935219,25.39771201539159
linear_drift_s09_r01_y0,slow_linear_drift,train,0,30.0,0.0,1,3229058,0.05305784491502408,0.6230541456331264
linear_drift_s09_r01_y1,slow_linear_drift,train,1,30.0,-30.0,1,4229058,120.39720798076007,-29.679678684442546
linear_drift_s09_r02_y0,slow_linear_drift,train,0,30.0,0.0,2,3229059,0.20831700463858027,-1.2345632593053772
linear_drift_s09_r02_y1,slow_linear_drift,train,1,30.0,30.0,2,4229059,149.29519150469716,33.0501851781628
linear_drift_s09_r03_y0,slow_linear_drift,train,0,30.0,0.0,3,3229060,1.4965700308628982,3.309020891739394
linear_drift_s09_r03_y1,slow_linear_drift,train,1,30.0,-30.0,3,4229060,102.62666404497888,-27.401926247649776
linear_drift_s09_r04_y0,slow_linear_drift,train,0,30.0,0.0,4,3229061,0.5206499811554295,1.9517487754480842
linear_drift_s09_r04_y1,slow_linear_drift,train,1,30.0,30.0,4,4229061,107.37419497762522,28.02857042288588
linear_drift_s09_r05_y0,slow_linear_drift,train,0,30.0,0.0,5,3229062,0.06465858740344288,0.6878030434969181
linear_drift_s09_r05_y1,slow_linear_drift,train,1,30.0,-30.0,5,4229062,131.75749132730704,-31.048358594878152
linear_drift_s09_r06_y0,slow_linear_drift,train,0,30.0,0.0,6,3229063,0.00032376747650886273,-0.048670700531636066
linear_drift_s09_r06_y1,slow_linear_drift,train,1,30.0,30.0,6,4229063,133.43095767424376,31.244910760218662
linear_drift_s09_r07_y0,slow_linear_drift,train,0,30.0,0.0,7,3229064,0.43626424697743005,1.7865937010580955
linear_drift_s09_r07_y1,slow_linear_drift,train,1,30.0,-30.0,7,4229064,109.23192467108942,-28.269998149074585
linear_drift_s09_r08_y0,slow_linear_drift,train,0,30.0,0.0,8,3229065,0.30226965481536183,1.4871276965469213
linear_drift_s09_r08_y1,slow_linear_drift,train,1,30.0,30.0,8,4229065,107.65174645563363,28.06477255885167
linear_drift_s09_r09_y0,slow_linear_drift,train,0,30.0,0.0,9,3229066,0.19838174629598626,-1.2047636109899182
linear_drift_s09_r09_y1,slow_linear_drift,train,1,30.0,-30.0,9,4229066,143.3020994120286,-32.38003124845918
linear_drift_s09_r10_y0,slow_linear_drift,train,0,30.0,0.0,10,3229067,1.3390063790437807,3.129985387693883
linear_drift_s09_r10_y1,slow_linear_drift,train,1,30.0,30.0,10,4229067,114.94328281539337,28.999651932970213
linear_drift_s09_r11_y0,slow_linear_drift,train,0,30.0,0.0,11,3229068,0.3758710094384696,1.658327879973181
linear_drift_s09_r11_y1,slow_linear_drift,train,1,30.0,-30.0,11,4229068,107.48969463562958,-28.043641177080197
linear_drift_s09_r12_y0,slow_linear_drift,train,0,30.0,0.0,12,3229069,2.652564114746255,-4.405385642231842
linear_drift_s09_r12_y1,slow_linear_drift,train,1,30.0,30.0,12,4229069,167.96113876013294,35.05543755636084
linear_drift_s09_r13_y0,slow_linear_drift,train,0,30.0,0.0,13,3229070,0.4666039513466984,-1.8476733430593362
linear_drift_s09_r13_y1,slow_linear_drift,train,1,30.0,-30.0,13,4229070,115.95281352118332,-29.126723464609356
linear_drift_s09_r14_y0,slow_linear_drift,validation,0,30.0,0.0,14,3229071,0.028648589721015583,-0.45782827526711417
linear_drift_s09_r14_y1,slow_linear_drift,validation,1,30.0,30.0,14,4229071,138.47204597982733,31.829663081227235
linear_drift_s09_r15_y0,slow_linear_drift,validation,0,30.0,0.0,15,3229072,0.09263703158305248,0.82327191878607
linear_drift_s09_r15_y1,slow_linear_drift,validation,1,30.0,-30.0,15,4229072,136.82729569800532,-31.64006440098239
