instance_id,family,split,label,frequency_hz,period_days,amplitude_hz,phase_rad,coherence_days,slope_hz_per_day,center_day,width_days,frequency_index,amplitude_index,phase_index,noise_seed,score_weighted_harmonic_regression,pred_frequency_hz_weighted_harmonic_regression,pred_amplitude_hz_weighted_harmonic_regression,score_generalized_lomb_scargle,pred_frequency_hz_generalized_lomb_scargle,pred_amplitude_hz_generalized_lomb_scargle,score_hierarchical_sinusoid_jitter,pred_frequency_hz_hierarchical_sinusoid_jitter,pred_amplitude_hz_hierarchical_sinusoid_jitter
pure_sinusoid_f01_a04_p11_y0,pure_sinusoid,train,0,6.808278867102396e-07,17.0,0.0,3.010692959690218,,,,,1,4,11,239454,35.80015333478117,1.3427944653672858e-06,1392.0470071579937,26.65440287464537,1.3427944653672858e-06,1109.429312076382,5.366780008850288,2.7614145749509915e-07,1314.0128685312736
pure_sinusoid_f01_a04_p11_y1,pure_sinusoid,train,1,6.808278867102396e-07,17.0,750.0,3.010692959690218,,,,,1,4,11,1239454,33.947592225021026,7.498065891901516e-07,1545.0143742214573,32.746126405614774,2.7614145749509915e-07,1144.4680379961505,2.4908330336573563,2.540856527413631e-07,749.8201875181996
pure_sinusoid_f01_a04_p12_y0,pure_sinusoid,train,0,6.808278867102396e-07,17.0,0.0,3.272492347489368,,,,,1,4,12,239455,13.0337040338529,7.599479152423354e-08,1054.0231636113251,15.656165928181068,1.0034122473143628e-06,729.0349546109942,2.610786910491413,1.090513051218472e-06,998.0596013425712
pure_sinusoid_f01_a04_p12_y1,pure_sinusoid,train,1,6.808278867102396e-07,17.0,750.0,3.272492347489368,,,,,1,4,12,1239455,61.65642774345929,8.148932540837282e-07,1446.7352806331633,109.82150129452961,6.899184873301248e-07,2049.6251781762203,9.801993174366512,1.6074854766363536e-07,1491.1088603204112
pure_sinusoid_f01_a04_p13_y0,pure_sinusoid,train,0,6.808278867102396e-07,17.0,0.0,3.5342917352885173,,,,,1,4,13,239456,19.86275860643468,8.856297412221908e-07,914.2189226049892,21.47340059398664,1.5860339613209675e-06,1108.736857298859,2.47402133969112,8.856297412221908e-07,758.854722258407
pure_sinusoid_f01_a04_p13_y1,pure_sinusoid,train,1,6.808278867102396e-07,17.0,750.0,3.5342917352885173,,,,,1,4,13,1239456,48.8941366691454,8.148932540837282e-07,1807.3124933683912,48.41259449526511,8.148932540837282e-07,1754.5760750385411,3.8039970313746103,2.878772515879006e-07,944.5301085699449
pure_sinusoid_f01_a04_p14_y0,pure_sinusoid,validation,0,6.808278867102396e-07,17.0,0.0,3.796091123087667,,,,,1,4,14,239457,20.22289426263086,8.976081101732354e-08,1439.4978036451957,22.741549875666607,8.976081101732354e-08,1458.5372915194464,4.131914317027501,8.610156253592514e-08,1225.9959694076942
pure_sinusoid_f01_a04_p14_y1,pure_sinusoid,validation,1,6.808278867102396e-07,17.0,750.0,3.796091123087667,,,,,1,4,14,1239457,53.9117742252279,3.0011180767116153e-07,1573.662847642702,54.58118911359355,3.0011180767116153e-07,1540.8399901739865,8.722923509720342,2.878772515879006e-07,1434.8832385237058
pure_sinusoid_f01_a04_p15_y0,pure_sinusoid,validation,0,6.808278867102396e-07,17.0,0.0,4.057890510886816,,,,,1,4,15,239458,81.95436913971571,1.1368589955786729e-06,2181.508399522452,79.61181468620703,1.5860339613209675e-06,2262.4850402399893,2.0010305820148915,3.6954025802986347e-07,729.232819211082
pure_sinusoid_f01_a04_p15_y1,pure_sinusoid,validation,1,6.808278867102396e-07,17.0,750.0,4.057890510886816,,,,,1,4,15,1239458,48.91797995978982,1.2880532196885105e-06,1723.7253143152084,75.03825118033063,1.060204657830849e-07,1842.5639414889363,5.2915453187630135,8.856297412221908e-07,1428.008187758702
pure_sinusoid_f01_a04_p16_y0,pure_sinusoid,validation,0,6.808278867102396e-07,17.0,0.0,4.319689898685966,,,,,1,4,16,239459,65.80003188038569,4.945291574236076e-07,1841.9779730873822,64.58722638932375,4.945291574236076e-07,1833.422070579704,4.4635105176619305,6.089344962989648e-07,1295.2240878763703
pure_sinusoid_f01_a04_p16_y1,pure_sinusoid,validation,1,6.808278867102396e-07,17.0,750.0,4.319689898685966,,,,,1,4,16,1239459,48.04432485126645,8.495255745049013e-07,1272.365238810884,52.80962898466083,8.495255745049013e-07,1293.7442409105868,3.0176070679037963,1.2355435917708677e-06,914.3201889580664
pure_sinusoid_f01_a04_p17_y0,pure_sinusoid,validation,0,6.808278867102396e-07,17.0,0.0,4.581489286485115,,,,,1,4,17,239460,16.31010560418524,1.1052625193826708e-07,1102.2447493235231,28.561648725069148,1.060204657830849e-07,1285.6351596581526,2.5956214415692536,1.1052625193826708e-07,1032.5956325903774
pure_sinusoid_f01_a04_p17_y1,pure_sinusoid,validation,1,6.808278867102396e-07,17.0,750.0,4.581489286485115,,,,,1,4,17,1239460,21.365442532761193,4.186865046685988e-07,997.6596602031447,24.73789389469823,4.186865046685988e-07,1041.598198151551,4.9355010877342735,7.192394787581052e-07,968.2086691469265
pure_sinusoid_f01_a04_p18_y0,pure_sinusoid,validation,0,6.808278867102396e-07,17.0,0.0,4.843288674284264,,,,,1,4,18,239461,23.631876146345405,8.856297412221908e-07,1406.4262895780403,16.011686754905526,1.8986722272333157e-07,947.8941588663897,4.196633174649946,8.856297412221908e-07,1273.0153058328872
pure_sinusoid_f01_a04_p18_y1,pure_sinusoid,validation,1,6.808278867102396e-07,17.0,750.0,4.843288674284264,,,,,1,4,18,1239461,15.508714439733112,1.3998621708014991e-06,974.0982922207874,18.52166220309323,1.3998621708014991e-06,938.4749282902583,4.56251528645447,3.544753359030973e-07,1326.0622425446213
pure_sinusoid_f01_a04_p19_y0,pure_sinusoid,test,0,6.808278867102396e-07,17.0,0.0,5.105088062083413,,,,,1,4,19,239462,31.897416503771893,4.945291574236076e-07,1398.604866615017,37.40517513632837,1.821269701727659e-07,1484.4031279604208,1.5349044570958394,8.148932540837282e-07,702.1212693566732
pure_sinusoid_f01_a04_p19_y1,pure_sinusoid,test,1,6.808278867102396e-07,17.0,750.0,5.105088062083413,,,,,1,4,19,1239462,22.6446576052289,5.60298045691317e-07,980.2374510541432,21.78782971852931,3.1709791983764586e-08,1360.0347693140657,4.9447740960899615,8.610156253592514e-08,1146.0544607404076
pure_sinusoid_f01_a04_p20_y0,pure_sinusoid,test,0,6.808278867102396e-07,17.0,0.0,5.3668874498825625,,,,,1,4,20,239463,59.113262781492864,7.192394787581052e-07,1569.2116251446494,48.618745663801775,7.192394787581052e-07,1331.7546778491069,5.7483473977096615,6.348137319971961e-07,1626.2609801313918
pure_sinusoid_f01_a04_p20_y1,pure_sinusoid,test,1,6.808278867102396e-07,17.0,750.0,5.3668874498825625,,,,,1,4,20,1239463,23.070693585244484,6.899184873301248e-07,1126.0162101781586,27.146308455495756,6.899184873301248e-07,1246.7439804099197,9.400635069505839,6.899184873301248e-07,1641.2943077835637
pure_sinusoid_f01_a04_p21_y0,pure_sinusoid,test,0,6.808278867102396e-07,17.0,0.0,5.6286868376817125,,,,,1,4,21,239464,17.360285786846745,1.0460564762233288e-06,855.5027660528983,19.44899009656271,1.0460564762233288e-06,939.3393456043952,3.5791516109637165,1.1368589955786729e-06,813.6087542326695
pure_sinusoid_f01_a04_p21_y1,pure_sinusoid,test,1,6.808278867102396e-07,17.0,750.0,5.6286868376817125,,,,,1,4,21,1239464,51.221812945976524,1.090513051218472e-06,1681.4976842262595,51.8494207567515,1.090513051218472e-06,1648.4649372019203,6.072964065765362,7.816727777008644e-07,1355.02246629643
pure_sinusoid_f01_a04_p22_y0,pure_sinusoid,test,0,6.808278867102396e-07,17.0,0.0,5.8904862254808625,,,,,1,4,22,239465,32.208804313771964,4.186865046685988e-07,1444.5217003960502,32.921454094538035,1.6534391534391535e-06,1463.9583778404453,4.768647542931479,1.090513051218472e-06,1358.0203776087774
pure_sinusoid_f01_a04_p22_y1,pure_sinusoid,test,1,6.808278867102396e-07,17.0,750.0,5.8904862254808625,,,,,1,4,22,1239465,45.72835935510153,1.090513051218472e-06,1569.1368510211792,47.133418167321665,1.090513051218472e-06,1570.8844221726722,5.07945802615926,1.090513051218472e-06,1106.135682135645
pure_sinusoid_f01_a04_p23_y0,pure_sinusoid,test,0,6.808278867102396e-07,17.0,0.0,6.152285613280012,,,,,1,4,23,239466,12.25723161893066,6.348137319971961e-07,927.6157184295967,16.827566686505065,6.348137319971961e-07,960.2579485013066,3.2164813165869965,7.816727777008644e-07,989.5045197156119
pure_sinusoid_f01_a04_p23_y1,pure_sinusoid,test,1,6.808278867102396e-07,17.0,750.0,6.152285613280012,,,,,1,4,23,1239466,63.47487714740143,1.5213766537651095e-06,1830.266979282,64.75684565352987,8.495255745049013e-07,1695.5960787393972,4.562707260583128,6.899184873301248e-07,1156.6863347189515
pure_sinusoid_f01_a05_p00_y0,pure_sinusoid,train,0,6.808278867102396e-07,17.0,0.0,0.1308996938995747,,,,,1,5,0,239543,40.43100947191138,1.3998621708014991e-06,1440.1234803081306,41.63042249291888,1.3998621708014991e-06,1460.4661523634588,8.145621280928207,1.3998621708014991e-06,1381.1077301415314
pure_sinusoid_f01_a05_p00_y1,pure_sinusoid,train,1,6.808278867102396e-07,17.0,1000.0,0.1308996938995747,,,,,1,5,0,1239543,45.73072206125903,6.089344962989648e-07,1523.6291417295045,61.05012412520691,5.841102706085012e-07,1427.5410522906425,7.359851269969024,6.899184873301248e-07,1469.1854581719472
pure_sinusoid_f01_a05_p01_y0,pure_sinusoid,train,0,6.808278867102396e-07,17.0,0.0,0.39269908169872414,,,,,1,5,1,239544,28.93030251281988,6.899184873301248e-07,1325.2098729770853,23.64758354103199,6.433997502202948e-08,1231.0808002647368,5.244992986398508,1.4790933614546375e-07,1374.9034529155242
pure_sinusoid_f01_a05_p01_y1,pure_sinusoid,train,1,6.808278867102396e-07,17.0,1000.0,0.39269908169872414,,,,,1,5,1,1239544,41.630731960487765,1.5860339613209675e-06,1527.6426972832533,50.374622381540036,9.625064811945243e-07,1482.4313133338849,9.73898129986625,1.5860339613209675e-06,1905.635288710282
pure_sinusoid_f01_a05_p02_y0,pure_sinusoid,train,0,6.808278867102396e-07,17.0,0.0,0.6544984694978736,,,,,1,5,2,239545,25.63906901625235,5.155462564751437e-07,1218.5075355661818,19.460193583918795,1.3427944653672858e-06,929.4827202250314,4.701902000064138,5.155462564751437e-07,1248.05456666386
pure_sinusoid_f01_a05_p02_y1,pure_sinusoid,train,1,6.808278867102396e-07,17.0,1000.0,0.6544984694978736,,,,,1,5,2,1239545,57.694567402512945,5.374565656557718e-07,1884.8573211056296,52.68180364091171,3.544753359030973e-07,1444.3457298634603,3.507689412529224,1.2355435917708677e-06,997.8732931732076
pure_sinusoid_f01_a05_p03_y0,pure_sinusoid,train,0,6.808278867102396e-07,17.0,0.0,0.916297857297023,,,,,1,5,3,239546,39.44940907632679,4.5503042137685423e-07,1294.3684895697072,38.46803233668359,4.5503042137685423e-07,1226.4195968186261,3.9294668142323914,3.400245603375082e-07,1483.9694456819525
pure_sinusoid_f01_a05_p03_y1,pure_sinusoid,train,1,6.808278867102396e-07,17.0,1000.0,0.916297857297023,,,,,1,5,3,1239546,69.79907332894027,3.6954025802986347e-07,1816.3519994849287,65.80159216192328,3.6954025802986347e-07,1694.5319391103037,10.119839485497561,2.6488409253217433e-07,1318.8596900606544
pure_sinusoid_f01_a05_p04_y0,pure_sinusoid,train,0,6.808278867102396e-07,17.0,0.0,1.1780972450961724,,,,,1,5,4,239547,29.132135872304744,7.922451021096715e-08,1487.2791243767983,26.48764844158096,7.816727777008644e-07,1099.2257632552728,3.0398400615985146,1.0034122473143628e-06,964.4265403931149
pure_sinusoid_f01_a05_p04_y1,pure_sinusoid,train,1,6.808278867102396e-07,17.0,1000.0,1.1780972450961724,,,,,1,5,4,1239547,74.17990350322776,1.090513051218472e-06,1852.408995799106,78.12678952128283,6.089344962989648e-07,1789.2197692280313,5.803818161698423,6.899184873301248e-07,1284.3774458702349
pure_sinusoid_f01_a05_p05_y0,pure_sinusoid,train,0,6.808278867102396e-07,17.0,0.0,1.4398966328953218,,,,,1,5,5,239548,34.5689814798003,1.2012043959353809e-07,1545.2030458380643,35.95224527200202,5.60298045691317e-07,1252.0326502424643,5.0264111054793155,5.60298045691317e-07,1296.332066271095
pure_sinusoid_f01_a05_p05_y1,pure_sinusoid,train,1,6.808278867102396e-07,17.0,1000.0,1.4398966328953218,,,,,1,5,5,1239548,29.084753176677992,2.1511822353802082e-07,1192.4077864205792,28.55591900254558,2.1511822353802082e-07,1137.2970211143054,7.47765824947081,2.1511822353802082e-07,1191.4421510219497
pure_sinusoid_f01_a05_p06_y0,pure_sinusoid,train,0,6.808278867102396e-07,17.0,0.0,1.7016960206944713,,,,,1,5,6,239549,34.59097723975344,5.60298045691317e-07,1327.375863383312,43.491110448127586,5.60298045691317e-07,1393.2615931761038,2.5687574301265563,8.856297412221908e-07,910.8694144176061
pure_sinusoid_f01_a05_p06_y1,pure_sinusoid,train,1,6.808278867102396e-07,17.0,1000.0,1.7016960206944713,,,,,1,5,6,1239549,83.07403478682568,6.992498114746634e-08,2546.2149924356727,83.18455611032843,7.816727777008644e-07,1843.9809830822728,7.632772222935905,6.433997502202948e-08,1860.8943895580705
pure_sinusoid_f01_a05_p07_y0,pure_sinusoid,train,0,6.808278867102396e-07,17.0,0.0,1.9634954084936205,,,,,1,5,7,239550,49.45993013864131,6.348137319971961e-07,1584.9696360849355,36.39005207159201,2.7614145749509915e-07,1209.3667956016943,6.8557187267206245,2.7614145749509915e-07,1185.7388580721838
pure_sinusoid_f01_a05_p07_y1,pure_sinusoid,train,1,6.808278867102396e-07,17.0,1000.0,1.9634954084936205,,,,,1,5,7,1239550,126.67419478166661,6.617928147962146e-07,2391.038094179194,112.2435441807352,6.617928147962146e-07,2138.250671095292,11.320869570508762,6.617928147962146e-07,1825.073076709772
pure_sinusoid_f01_a05_p08_y0,pure_sinusoid,train,0,6.808278867102396e-07,17.0,0.0,2.2252947962927703,,,,,1,5,8,239551,40.56388999637912,1.9793642990093455e-07,1802.9799964400036,25.125643932036752,1.9793642990093455e-07,1281.6328117321177,2.766159569152059,1.5213766537651095e-06,960.2045306842947
pure_sinusoid_f01_a05_p08_y1,pure_sinusoid,train,1,6.808278867102396e-07,17.0,1000.0,2.2252947962927703,,,,,1,5,8,1239551,54.86584603310351,9.625064811945243e-07,1597.81748426989,50.45854650821809,9.625064811945243e-07,1463.5023253742263,6.181346449092825,9.625064811945243e-07,1338.4710439926016
pure_sinusoid_f01_a05_p09_y0,pure_sinusoid,train,0,6.808278867102396e-07,17.0,0.0,2.4870941840919194,,,,,1,5,9,239552,48.600942317810706,4.5503042137685423e-07,1801.370244498115,76.62049262968517,4.5503042137685423e-07,2004.5691254278865,4.031922567230776,4.5503042137685423e-07,1239.4101498832536
pure_sinusoid_f01_a05_p09_y1,pure_sinusoid,train,1,6.808278867102396e-07,17.0,1000.0,2.4870941840919194,,,,,1,5,9,1239552,39.57844509522397,6.089344962989648e-07,1386.745933248564,38.17723142396727,2.6488409253217433e-07,1202.6350550292161,5.799393930530929,6.089344962989648e-07,1119.8634684036313
pure_sinusoid_f01_a05_p10_y0,pure_sinusoid,train,0,6.808278867102396e-07,17.0,0.0,2.748893571891069,,,,,1,5,10,239553,52.95836500486436,1.2880532196885105e-06,1563.9638384736322,66.0434833116849,1.185174606011406e-06,1595.6672210366232,4.986026273985136,1.2880532196885105e-06,1260.5601203036297
pure_sinusoid_f01_a05_p10_y1,pure_sinusoid,train,1,6.808278867102396e-07,17.0,1000.0,2.748893571891069,,,,,1,5,10,1239553,28.870851053869444,1.5213766537651095e-06,1316.9032733031574,30.09982306838816,1.5213766537651095e-06,1287.8773043369115,5.317576735468826,9.625064811945243e-07,1135.2930859357382
pure_sinusoid_f01_a05_p11_y0,pure_sinusoid,train,0,6.808278867102396e-07,17.0,0.0,3.010692959690218,,,,,1,5,11,239554,41.63682754452694,6.089344962989648e-07,1560.0501310851612,62.23737717639307,2.6488409253217433e-07,1850.0573063253469,5.593483001819269,4.5503042137685423e-07,1740.1007992991983
pure_sinusoid_f01_a05_p11_y1,pure_sinusoid,train,1,6.808278867102396e-07,17.0,1000.0,3.010692959690218,,,,,1,5,11,1239554,42.776279651386034,6.089344962989648e-07,1587.9257375194663,47.12459681168204,6.089344962989648e-07,1638.075556726777,7.496268717829512,5.374565656557718e-07,1483.9513818461514
pure_sinusoid_f01_a05_p12_y0,pure_sinusoid,train,0,6.808278867102396e-07,17.0,0.0,3.272492347489368,,,,,1,5,12,239555,41.33110131559286,1.6534391534391535e-06,1802.9403201866298,44.47358547163114,1.6534391534391535e-06,1778.935033213751,3.3856869246172927,1.6534391534391535e-06,1211.1339135266921
pure_sinusoid_f01_a05_p12_y1,pure_sinusoid,train,1,6.808278867102396e-07,17.0,1000.0,3.272492347489368,,,,,1,5,12,1239555,70.06329774404134,3.544753359030973e-07,2692.2750839577334,59.66577702218612,1.2880532196885105e-06,1646.0098335817106,4.7285279923852634,5.60298045691317e-07,1269.5778667956404
pure_sinusoid_f01_a05_p13_y0,pure_sinusoid,train,0,6.808278867102396e-07,17.0,0.0,3.5342917352885173,,,,,1,5,13,239556,59.61989172454392,1.3427944653672858e-06,1815.0974775597708,62.54611420447799,1.3427944653672858e-06,1728.689970135167,5.296944359769661,1.3427944653672858e-06,1137.8772725283598
pure_sinusoid_f01_a05_p13_y1,pure_sinusoid,train,1,6.808278867102396e-07,17.0,1000.0,3.5342917352885173,,,,,1,5,13,1239556,35.960463763975014,1.5860339613209675e-06,1467.773799717307,41.02712748875976,1.5860339613209675e-06,1321.0123371813331,5.64268145457644,6.899184873301248e-07,1284.914456343507
pure_sinusoid_f01_a05_p14_y0,pure_sinusoid,validation,0,6.808278867102396e-07,17.0,0.0,3.796091123087667,,,,,1,5,14,239557,17.528840448402775,5.374565656557718e-07,993.013344669575,16.927939728640624,8.856297412221908e-07,939.7463573418214,2.0409974737467316,1.185174606011406e-06,748.4063953774762
pure_sinusoid_f01_a05_p14_y1,pure_sinusoid,validation,1,6.808278867102396e-07,17.0,1000.0,3.796091123087667,,,,,1,5,14,1239557,27.60546331386439,7.192394787581052e-07,1085.963962750291,21.095940293435547,5.841102706085012e-07,1147.322300390027,7.097048457021639,7.192394787581052e-07,1327.8856445443262
pure_sinusoid_f01_a05_p15_y0,pure_sinusoid,validation,0,6.808278867102396e-07,17.0,0.0,4.057890510886816,,,,,1,5,15,239558,34.160388931453525,1.0460564762233288e-06,1209.2629287883935,40.82857850114533,1.2355435917708677e-06,1395.1357927844347,2.8634857272821854,1.6534391534391535e-06,925.4237733643646
pure_sinusoid_f01_a05_p15_y1,pure_sinusoid,validation,1,6.808278867102396e-07,17.0,1000.0,4.057890510886816,,,,,1,5,15,1239558,59.03865791450454,6.089344962989648e-07,1644.8316599938314,72.89283678879389,5.60298045691317e-07,1661.5812729420727,6.570164227535486,9.625064811945243e-07,1284.6308930211428
pure_sinusoid_f01_a05_p16_y0,pure_sinusoid,validation,0,6.808278867102396e-07,17.0,0.0,4.319689898685966,,,,,1,5,16,239559,28.05155182960054,1.2355435917708677e-06,1178.306657512578,40.49124648844685,1.2355435917708677e-06,1362.4909077753646,4.949144145299684,9.232683065420291e-07,1188.16139467755
pure_sinusoid_f01_a05_p16_y1,pure_sinusoid,validation,1,6.808278867102396e-07,17.0,1000.0,4.319689898685966,,,,,1,5,16,1239559,44.72955726806214,6.899184873301248e-07,1468.7474876596448,50.621516772477094,6.899184873301248e-07,1572.9983428379114,12.161214242403968,6.617928147962146e-07,1830.1110109987706
pure_sinusoid_f01_a05_p17_y0,pure_sinusoid,validation,0,6.808278867102396e-07,17.0,0.0,4.581489286485115,,,,,1,5,17,239560,68.82824941874077,3.261628946289273e-07,2496.3036544222878,99.43509944873429,3.261628946289273e-07,2552.4151390596007,4.76431581934153,7.599479152423354e-08,1216.0969912399062
pure_sinusoid_f01_a05_p17_y1,pure_sinusoid,validation,1,6.808278867102396e-07,17.0,1000.0,4.581489286485115,,,,,1,5,17,1239560,150.64924105272652,6.899184873301248e-07,2727.6905219984683,155.25245199944158,6.899184873301248e-07,2706.7530816399735,10.85008073143782,6.899184873301248e-07,1751.8163523171238
pure_sinusoid_f01_a05_p18_y0,pure_sinusoid,validation,0,6.808278867102396e-07,17.0,0.0,4.843288674284264,,,,,1,5,18,239561,53.81067311404172,4.5503042137685423e-07,2028.1137656718222,61.00645673787295,4.5503042137685423e-07,1750.1614052021457,6.955368523026827,2.6488409253217433e-07,1577.9221433782743
pure_sinusoid_f01_a05_p18_y1,pure_sinusoid,validation,1,6.808278867102396e-07,17.0,1000.0,4.843288674284264,,,,,1,5,18,1239561,64.09860633770157,7.498065891901516e-07,1865.9923342499465,60.67891906067982,1.6534391534391535e-06,1573.7819337121055,8.158839570641135,7.498065891901516e-07,1503.0449964818483
pure_sinusoid_f01_a05_p19_y0,pure_sinusoid,test,0,6.808278867102396e-07,17.0,0.0,5.105088062083413,,,,,1,5,19,239562,20.35165841139002,4.3648035081107047e-07,1026.8899700428997,41.35907544018062,3.0011180767116153e-07,1618.0185172647014,4.0457852666054315,4.3648035081107047e-07,1115.8686428629487
pure_sinusoid_f01_a05_p19_y1,pure_sinusoid,test,1,6.808278867102396e-07,17.0,1000.0,5.105088062083413,,,,,1,5,19,1239562,93.7223355104831,7.192394787581052e-07,2058.6902572942263,99.04796528780173,7.192394787581052e-07,1975.3802305568015,10.830868049905579,6.617928147962146e-07,1542.3878181246932
pure_sinusoid_f01_a05_p20_y0,pure_sinusoid,test,0,6.808278867102396e-07,17.0,0.0,5.3668874498825625,,,,,1,5,20,239563,29.464999512104498,8.495255745049013e-07,1344.6866721549584,27.785715351175583,1.185174606011406e-06,1223.0834606815051,4.372553571663069,4.186865046685988e-07,1257.1319490406217
pure_sinusoid_f01_a05_p20_y1,pure_sinusoid,test,1,6.808278867102396e-07,17.0,1000.0,5.3668874498825625,,,,,1,5,20,1239563,49.97306280858359,3.0011180767116153e-07,2109.0142280989594,81.90548355523288,3.0011180767116153e-07,2273.5101922801446,13.33571051169773,3.0011180767116153e-07,2497.4315141413754
pure_sinusoid_f01_a05_p21_y0,pure_sinusoid,test,0,6.808278867102396e-07,17.0,0.0,5.6286868376817125,,,,,1,5,21,239564,31.881089563225487,7.498065891901516e-07,1506.9944196242704,50.75559779234402,2.878772515879006e-07,1629.611265972498,4.336984923771556,1.1368589955786729e-06,1122.8544823664581
pure_sinusoid_f01_a05_p21_y1,pure_sinusoid,test,1,6.808278867102396e-07,17.0,1000.0,5.6286868376817125,,,,,1,5,21,1239564,154.22141190127155,6.899184873301248e-07,2633.173760258632,137.67696546923784,6.899184873301248e-07,2436.0474076025366,5.944239782533796,6.899184873301248e-07,1290.94467681412
pure_sinusoid_f01_a05_p22_y0,pure_sinusoid,test,0,6.808278867102396e-07,17.0,0.0,5.8904862254808625,,,,,1,5,22,239565,30.017697570065792,4.7436885530734877e-07,1232.2452416276217,42.16522960128515,1.4187956649943774e-07,1510.36733849825,5.923489125248068,1.4187956649943774e-07,1442.5700218737088
pure_sinusoid_f01_a05_p22_y1,pure_sinusoid,test,1,6.808278867102396e-07,17.0,1000.0,5.8904862254808625,,,,,1,5,22,1239565,20.588205142050526,1.3427944653672858e-06,1057.3290375041158,35.68947140027993,1.1052625193826708e-07,1485.1460236186324,3.5604241848120566,1.3427944653672858e-06,1078.441343646563
pure_sinusoid_f01_a05_p23_y0,pure_sinusoid,test,0,6.808278867102396e-07,17.0,0.0,6.152285613280012,,,,,1,5,23,239566,38.96744539095093,1.5419536624450097e-07,1570.3890390858228,34.39700575937914,1.5419536624450097e-07,1530.7814343949235,3.107132328202894,1.6074854766363536e-07,828.4962986831125
pure_sinusoid_f01_a05_p23_y1,pure_sinusoid,test,1,6.808278867102396e-07,17.0,1000.0,6.152285613280012,,,,,1,5,23,1239566,24.361571472134486,3.544753359030973e-07,1405.380035965831,19.416800778400926,4.5503042137685423e-07,866.9751896871727,2.9297191867286454,1.6534391534391535e-06,1328.9876638143664
pure_sinusoid_f01_a06_p00_y0,pure_sinusoid,train,0,6.808278867102396e-07,17.0,0.0,0.1308996938995747,,,,,1,6,0,239643,25.153849991182852,6.899184873301248e-07,1324.8265439527113,24.74091328546396,6.899184873301248e-07,1245.321340989578,2.566353364096706,1.3427944653672858e-06,913.0318806834167
pure_sinusoid_f01_a06_p00_y1,pure_sinusoid,train,1,6.808278867102396e-07,17.0,1500.0,0.1308996938995747,,,,,1,6,0,1239643,105.8772131303457,6.899184873301248e-07,2293.8207035169485,101.34515160956175,6.899184873301248e-07,2010.5920163263283,7.469037970159324,6.899184873301248e-07,1476.7043490072845
pure_sinusoid_f01_a06_p01_y0,pure_sinusoid,train,0,6.808278867102396e-07,17.0,0.0,0.39269908169872414,,,,,1,6,1,239644,38.65176009564229,4.3648035081107047e-07,1381.0828833382243,38.741397155984885,4.945291574236076e-07,1565.4661463041334,2.6381913073778804,6.348137319971961e-07,1009.5337477301147
pure_sinusoid_f01_a06_p01_y1,pure_sinusoid,train,1,6.808278867102396e-07,17.0,1500.0,0.39269908169872414,,,,,1,6,1,1239644,99.82451863087056,5.60298045691317e-07,2269.848536335906,92.85590159258584,5.60298045691317e-07,2139.6051562190873,11.972176424642335,6.899184873301248e-07,1869.7030429669428
pure_sinusoid_f01_a06_p02_y0,pure_sinusoid,train,0,6.808278867102396e-07,17.0,0.0,0.6544984694978736,,,,,1,6,2,239645,20.11482285554962,9.625064811945243e-07,985.8179068990038,13.842333228857953,9.625064811945243e-07,772.9627579685234,2.0829403380966305,5.841102706085012e-07,699.1213468351357
pure_sinusoid_f01_a06_p02_y1,pure_sinusoid,train,1,6.808278867102396e-07,17.0,1500.0,0.6544984694978736,,,,,1,6,2,1239645,74.2492498150005,9.232683065420291e-07,1751.0927564436986,72.39700965830048,9.232683065420291e-07,1572.8512312680805,8.978072662977691,2.540856527413631e-07,1299.2989118509113
pure_sinusoid_f01_a06_p03_y0,pure_sinusoid,train,0,6.808278867102396e-07,17.0,0.0,0.916297857297023,,,,,1,6,3,239646,63.38714356399879,6.089344962989648e-07,1942.7600960762882,69.24485062230406,1.185174606011406e-06,1700.2914090713766,4.17459692357685,6.089344962989648e-07,1228.6304890207966
pure_sinusoid_f01_a06_p03_y1,pure_sinusoid,train,1,6.808278867102396e-07,17.0,1500.0,0.916297857297023,,,,,1,6,3,1239646,80.86842577001809,6.617928147962146e-07,2375.3139105257446,65.32549626455977,6.617928147962146e-07,1940.5139188419853,8.579271517281434,7.816727777008644e-07,1493.3329733407127
pure_sinusoid_f01_a06_p04_y0,pure_sinusoid,train,0,6.808278867102396e-07,17.0,0.0,1.1780972450961724,,,,,1,6,4,239647,38.67660987772405,1.1368589955786729e-06,1279.0319039246576,40.153755263016535,1.0034122473143628e-06,1584.6035119221835,4.6696233269019345,9.625064811945243e-07,1115.2676792466693
pure_sinusoid_f01_a06_p04_y1,pure_sinusoid,train,1,6.808278867102396e-07,17.0,1500.0,1.1780972450961724,,,,,1,6,4,1239647,149.41858325351888,6.899184873301248e-07,2519.3485135416563,196.6211851793613,6.899184873301248e-07,2753.920595536622,15.148228639282763,6.899184873301248e-07,2057.2168981152336
pure_sinusoid_f01_a06_p05_y0,pure_sinusoid,train,0,6.808278867102396e-07,17.0,0.0,1.4398966328953218,,,,,1,6,5,239648,25.48068537058272,4.945291574236076e-07,1275.0361858497283,23.241749110100585,4.945291574236076e-07,1208.6914538151566,4.955287331519118,4.945291574236076e-07,1473.7263851488312
