scan_time_raw,correction,laser,fitting_function,sweep_range_khz,linear_baseline_subtraction,peak,target,fwhm_khz,fwhm_unc_khz,amp,amp_unc,baseline,baseline_unc,chisq_red,freq_hz,freq_unc_hz,temp_k,scan_time_utc,time_unix_s,mjd,scan_id,days_since_first_observation,seconds_since_first_observation,folder_name,has_data,has_data_corr,has_fits,has_intensity,n_files,files,selection_reason,canonical_strategy
2025-05-21 00:56:44+00:00,mem int,Menlo lock,lorentzian,none,none,b,C13,44.53166315699951,7.310119292686767,61.339236162417066,5.292870790189351,893.4871795750553,3.695924526567016,7.864756346892999,2020407298783831.2,1671.8451683939777,293.0,2025-05-21 00:56:44+00:00,1747789004.0,60816.03939814815,2025-05-21T00:56:44Z__C13__b,355.86347222222224,30746604.0,2025_05_20_C13_peakb_RT,True,True,True,False,3,"['2025_05_20_C13_peakb_RT_data.pkl', '2025_05_20_C13_peakb_RT_data_corr.pkl', '2025_05_20_C13_peakb_RT_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2025-05-21 22:35:20+00:00,mem int,Menlo lock,lorentzian,none,6,b,C13,39.76866574805731,4.019219657619942,97.69877233797796,5.18649663576549,1054.3008630895615,3.2452045855138087,6.1047131702569155,2020407298700931.2,955.276945348038,195.0,2025-05-21 22:35:20+00:00,1747866920.0,60816.941203703704,2025-05-21T22:35:20Z__C13__b,356.7652777777778,30824520.0,2025_05_21_C13_peakb_195K,True,True,True,False,3,"['2025_05_21_C13_peakb_195K_data.pkl', '2025_05_21_C13_peakb_195K_data_corr.pkl', '2025_05_21_C13_peakb_195K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2025-05-23 20:45:20+00:00,mem int,Menlo lock,lorentzian,none,none,b,X2,110.12628323261728,4.190435332090491,92.31321505011026,1.924877784126348,125.0,1.201604043621204,5.102276300593306,2020407298785314.5,988.782727212488,293.0,2025-05-23 20:45:20+00:00,1748033120.0,60818.86481481481,2025-05-23T20:45:20Z__X2__b,358.68888888888887,30990720.0,2025_05_23_X2_peakb_RT,True,True,True,False,3,"['2025_05_23_X2_peakb_RT_data.pkl', '2025_05_23_X2_peakb_RT_data_corr.pkl', '2025_05_23_X2_peakb_RT_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2025-05-27 20:54:22+00:00,mem int,Menlo lock,lorentzian,none,none,b,X2,89.04279637070178,2.884789681353655,90.3297433019224,1.6266710334530654,138.90073694854445,0.860467480892872,3.0252299708994497,2020407298708342.8,714.1286308592063,195.0,2025-05-27 20:54:22+00:00,1748379262.0,60822.871087962965,2025-05-27T20:54:22Z__X2__b,362.69516203703705,31336862.0,2025_05_27_X2_peakb_195K,True,True,True,False,3,"['2025_05_27_X2_peakb_195K_data.pkl', '2025_05_27_X2_peakb_195K_data_corr.pkl', '2025_05_27_X2_peakb_195K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2025-05-28 20:51:43+00:00,mem int,Menlo lock,lorentzian,none,none,b,X2,87.46428220631924,5.0306349861854285,86.49432777702637,2.759277047576295,144.24574436125454,1.44957655110544,8.49362927666841,2020407298711024.8,1249.0910656041897,195.0,2025-05-28 20:51:43+00:00,1748465503.0,60823.86924768519,2025-05-28T20:51:43Z__X2__b,363.6933217592593,31423103.0,2025_05_28_X2_peakb_195K,True,True,True,False,3,"['2025_05_28_X2_peakb_195K_data.pkl', '2025_05_28_X2_peakb_195K_data_corr.pkl', '2025_05_28_X2_peakb_195K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2025-05-28 23:11:16+00:00,mem int,Menlo lock,lorentzian,none,none,c,X2,159.29986931061663,11.021616958594604,36.83559920459025,1.3704023355213146,142.68883637352383,0.7219242133136622,2.38929810305277,2020407446206444.0,2699.9846119570416,195.0,2025-05-28 23:11:16+00:00,1748473876.0,60823.96615740741,2025-05-28T23:11:16Z__X2__c,363.7902314814815,31431476.0,2025_05_28_X2_peakc_195K,True,True,True,False,3,"['2025_05_28_X2_peakc_195K_data.pkl', '2025_05_28_X2_peakc_195K_data_corr.pkl', '2025_05_28_X2_peakc_195K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2025-06-03 20:47:46+00:00,mem int,Menlo lock,lorentzian,none,none,b,X2,109.3857085719664,10.300712964396888,135.6084038229485,7.069716279434418,143.2563389171668,4.174713407345493,54.85051756051825,2020407298715102.5,2450.583833478595,215.0,2025-06-03 20:47:46+00:00,1748983666.0,60829.86650462963,2025-06-03T20:47:46Z__X2__b,369.6905787037037,31941266.0,2025_06_03_X2_peakb_215K,True,True,True,False,3,"['2025_06_03_X2_peakb_215K_data.pkl', '2025_06_03_X2_peakb_215K_data_corr.pkl', '2025_06_03_X2_peakb_215K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2025-06-04 00:45:04+00:00,mem int,Menlo lock,lorentzian,none,none,b,X2,92.2011058445626,2.9000416169495855,162.3473882093621,2.9424933860692137,139.62900098775162,1.451099249219177,8.193744741385443,2020407298733014.8,746.8181978732053,245.0,2025-06-04 00:45:04+00:00,1748997904.0,60830.03129629629,2025-06-04T00:45:04Z__X2__b,369.8553703703704,31955504.0,2025_06_03_X2_peakb_245K,True,True,True,False,3,"['2025_06_03_X2_peakb_245K_data.pkl', '2025_06_03_X2_peakb_245K_data_corr.pkl', '2025_06_03_X2_peakb_245K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2025-06-04 19:59:15+00:00,mem int,Menlo lock,lorentzian,none,none,b,X2,83.4563580006198,1.8847066392748095,168.84024576433896,2.225491571400234,149.95812149735963,1.0271538101137343,4.092085329118259,2020407298714237.2,490.55143134825,170.0,2025-06-04 19:59:15+00:00,1749067155.0,60830.8328125,2025-06-04T19:59:15Z__X2__b,370.65688657407406,32024755.0,2025_06_04_X2_peakb_170K,True,True,True,False,3,"['2025_06_04_X2_peakb_170K_data.pkl', '2025_06_04_X2_peakb_170K_data_corr.pkl', '2025_06_04_X2_peakb_170K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2025-06-04 23:29:25+00:00,mem int,Menlo lock,lorentzian,none,none,b,X2,116.21008958782107,6.452720024559744,99.5042790543803,2.984528153248287,149.55200830529978,1.9738328749081548,10.808980428125547,2020407298729178.8,1485.8067104536776,145.0,2025-06-04 23:29:25+00:00,1749079765.0,60830.97876157408,2025-06-04T23:29:25Z__X2__b,370.8028356481482,32037365.0,2025_06_04_X2_peakb_145K,True,True,True,False,3,"['2025_06_04_X2_peakb_145K_data.pkl', '2025_06_04_X2_peakb_145K_data_corr.pkl', '2025_06_04_X2_peakb_145K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2025-06-05 21:23:48+00:00,mem int,Menlo lock,lorentzian,none,none,b,X2,100.64488994363651,8.480215806022482,162.73821206569284,7.810233143512526,141.99310115473946,4.209971031447628,59.76844585732746,2020407298764840.0,2095.512293950223,275.0,2025-06-05 21:23:48+00:00,1749158628.0,60831.89152777778,2025-06-05T21:23:48Z__X2__b,371.71560185185183,32116228.0,2025_06_05_X2_peakb_275K,True,True,True,False,3,"['2025_06_05_X2_peakb_275K_data.pkl', '2025_06_05_X2_peakb_275K_data_corr.pkl', '2025_06_05_X2_peakb_275K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2025-06-06 01:05:40+00:00,mem int,Menlo lock,lorentzian,none,none,b,X2,105.60391449155102,5.918116279790788,134.12216296848723,4.174898490077684,152.32872949532222,2.4593907331589335,18.17816015346231,2020407298706076.8,1423.132315198966,195.0,2025-06-06 01:05:40+00:00,1749171940.0,60832.04560185185,2025-06-06T01:05:40Z__X2__b,371.86967592592595,32129540.0,2025_06_05_X2_peakb_195K,True,True,True,False,3,"['2025_06_05_X2_peakb_195K_data.pkl', '2025_06_05_X2_peakb_195K_data_corr.pkl', '2025_06_05_X2_peakb_195K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2025-06-06 20:06:35+00:00,mem int,Menlo lock,lorentzian,none,none,b,X2,100.46653413543277,5.871583297823789,90.08441661433125,2.9039197308701556,142.35073314454038,1.7180088893740078,10.253464967609537,2020407298702061.2,1428.2344384723178,195.0,2025-06-06 20:06:35+00:00,1749240395.0,60832.837905092594,2025-06-06T20:06:35Z__X2__b,372.66197916666664,32197995.0,2025_06_06_X2_peakb_195K,True,True,True,False,3,"['2025_06_06_X2_peakb_195K_data.pkl', '2025_06_06_X2_peakb_195K_data_corr.pkl', '2025_06_06_X2_peakb_195K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2025-06-06 23:10:02+00:00,mem int,Menlo lock,lorentzian,none,none,b,X2,108.02405226507156,6.633769732686871,157.68350544631306,5.412716941365223,144.34433873527178,3.15010479939646,30.01151121229052,2020407298700047.5,1593.913194275788,195.0,2025-06-06 23:10:02+00:00,1749251402.0,60832.96530092593,2025-06-06T23:10:02Z__X2__b,372.789375,32209002.0,2025_06_06_X2_peakb_195K_2,True,True,True,False,3,"['2025_06_06_X2_peakb_195K_2_data.pkl', '2025_06_06_X2_peakb_195K_2_data_corr.pkl', '2025_06_06_X2_peakb_195K_2_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2025-06-09 22:08:01+00:00,mem int,Menlo lock,lorentzian,none,none,b,X2,85.43211091020898,4.571024738784753,296.7435558273938,9.77921003174967,135.00000000000009,4.037326948653308,63.68362683067251,2020407298704045.5,1245.0665556326217,195.0,2025-06-09 22:08:01+00:00,1749506881.0,60835.9222337963,2025-06-09T22:08:01Z__X2__b,375.74630787037034,32464481.0,2025_06_09_X2_peakb_195K,True,True,True,False,3,"['2025_06_09_X2_peakb_195K_data.pkl', '2025_06_09_X2_peakb_195K_data_corr.pkl', '2025_06_09_X2_peakb_195K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2025-06-10 19:34:58+00:00,mem int,Menlo lock,lorentzian,none,none,b,X2,84.16157492420733,5.516652060914604,169.9738747725495,6.6163119669517405,139.9782360272749,3.0250126224038065,37.90114377362571,2020407298705832.8,1466.7739951706874,210.0,2025-06-10 19:34:58+00:00,1749584098.0,60836.81594907407,2025-06-10T19:34:58Z__X2__b,376.64002314814815,32541698.0,2025_06_10_X2_peakb_210K,True,True,True,False,3,"['2025_06_10_X2_peakb_210K_data.pkl', '2025_06_10_X2_peakb_210K_data_corr.pkl', '2025_06_10_X2_peakb_210K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2025-06-10 22:57:58+00:00,mem int,Menlo lock,lorentzian,none,none,b,X2,93.95727047399735,2.249691029384037,181.32910222119312,2.518267245289315,140.40205269301362,1.260406632591574,5.725617100790055,2020407298708090.5,572.8554110752181,180.0,2025-06-10 22:57:58+00:00,1749596278.0,60836.956921296296,2025-06-10T22:57:58Z__X2__b,376.78099537037036,32553878.0,2025_06_10_X2_peakb_180K,True,True,True,False,3,"['2025_06_10_X2_peakb_180K_data.pkl', '2025_06_10_X2_peakb_180K_data_corr.pkl', '2025_06_10_X2_peakb_180K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2025-06-11 22:56:45+00:00,mem int,Menlo lock,lorentzian,none,24,b,C13,37.75521430819682,2.126248833191862,91.43120600033834,2.8017132905394093,1069.7471721255745,1.69323332549929,1.6579668260720903,2020407298700804.0,520.3001457142449,195.0,2025-06-11 22:56:45+00:00,1749682605.0,60837.95607638889,2025-06-11T22:56:45Z__C13__b,377.780150462963,32640205.0,2025_06_11_C13_peakb_195K,True,True,True,False,3,"['2025_06_11_C13_peakb_195K_data.pkl', '2025_06_11_C13_peakb_195K_data_corr.pkl', '2025_06_11_C13_peakb_195K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2025-06-12 20:13:43+00:00,mem int,Menlo lock,lorentzian,none,14,b,C13,43.50501827583017,4.613765870948994,66.8589410248888,3.864425944315725,1101.8658272481823,2.5732148562325996,3.3040552086629393,2020407298701384.8,1094.827576478809,195.0,2025-06-12 20:13:43+00:00,1749759223.0,60838.8428587963,2025-06-12T20:13:43Z__C13__b,378.6669328703704,32716823.0,2025_06_12_C13_peakb_195K,True,True,True,False,3,"['2025_06_12_C13_peakb_195K_data.pkl', '2025_06_12_C13_peakb_195K_data_corr.pkl', '2025_06_12_C13_peakb_195K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2025-06-13 00:23:58+00:00,mem int,Menlo lock,lorentzian,none,25,b,C13,31.104171775578852,2.1681721440434547,75.50794586969708,2.9814791441212525,1059.5133756663215,1.5446468308598384,1.747327442707426,2020407298736787.5,591.6949562223235,260.0,2025-06-13 00:23:58+00:00,1749774238.0,60839.016643518524,2025-06-13T00:23:58Z__C13__b,378.84071759259257,32731838.0,2025_06_12_C13_peakb_260K,True,True,True,False,3,"['2025_06_12_C13_peakb_260K_data.pkl', '2025_06_12_C13_peakb_260K_data_corr.pkl', '2025_06_12_C13_peakb_260K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2025-06-27 22:38:00+00:00,mem int,Menlo lock,lorentzian,none,none,b,X2,145.40948525776304,8.750982769921746,53.061428972901474,1.7250755732618637,107.66624585964205,1.3100865919710063,5.685698186258301,2020407298709535.5,1887.140629454956,195.0,2025-06-27 22:38:00+00:00,1751063880.0,60853.94305555556,2025-06-27T22:38:00Z__X2__b,393.7671296296296,34021480.0,2025_06_27_X2_peakb_195K,True,True,True,False,3,"['2025_06_27_X2_peakb_195K_data.pkl', '2025_06_27_X2_peakb_195K_data_corr.pkl', '2025_06_27_X2_peakb_195K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2025-07-10 19:32:48+00:00,mem int,Menlo lock,lorentzian,none,none,b,X2,119.76635453684024,7.064227634186879,65.52759179876088,2.1234054832695097,125.04096781753462,1.416842139958041,7.054775063130223,2020407298703706.0,1639.8802236491038,195.0,2025-07-10 19:32:48+00:00,1752175968.0,60866.81444444445,2025-07-10T19:32:48Z__X2__b,406.63851851851854,35133568.0,2025_07_10_X2_peakb_195K,True,True,True,False,3,"['2025_07_10_X2_peakb_195K_data.pkl', '2025_07_10_X2_peakb_195K_data_corr.pkl', '2025_07_10_X2_peakb_195K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2025-07-14 22:31:36+00:00,mem int,Menlo lock,lorentzian,none,none,b,X2,108.7739830143863,3.6993963696012218,104.0692452082078,1.9792817841394743,127.77850617594672,1.1717753480250506,5.098002265615012,2020407298709390.5,895.1357893994434,195.0,2025-07-14 22:31:36+00:00,1752532296.0,60870.93861111111,2025-07-14T22:31:36Z__X2__b,410.7626851851852,35489896.0,2025_07_14_X2_peakb_195K,True,True,True,False,3,"['2025_07_14_X2_peakb_195K_data.pkl', '2025_07_14_X2_peakb_195K_data_corr.pkl', '2025_07_14_X2_peakb_195K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2025-07-17 22:58:38+00:00,mem int,Menlo lock,lorentzian,none,none,b,C13,39.73162264100682,4.275385456769441,105.36179672180302,5.055157651693179,807.6527089393328,2.914108019540707,2.5076047083423716,2020407298702152.8,1056.6313816833483,195.0,2025-07-17 22:58:38+00:00,1752793118.0,60873.95738425926,2025-07-17T22:58:38Z__C13__b,413.7814583333333,35750718.0,2025_07_17_C13_peakb_195K,True,True,True,False,3,"['2025_07_17_C13_peakb_195K_data.pkl', '2025_07_17_C13_peakb_195K_data_corr.pkl', '2025_07_17_C13_peakb_195K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2025-08-01 21:57:38+00:00,mem int,Menlo lock,lorentzian,none,none,b,C13,48.496461718290895,4.320846844732885,84.9875509925968,4.271138186057897,929.9867225975772,2.9237163194985434,4.857803912874035,2020407298719914.8,1028.2173145902873,150.0,2025-08-01 21:57:38+00:00,1754085458.0,60888.91502314815,2025-08-01T21:57:38Z__C13__b,428.7390972222222,37043058.0,2025_08_01_C13_peakb_150K,True,True,True,False,3,"['2025_08_01_C13_peakb_150K_data.pkl', '2025_08_01_C13_peakb_150K_data_corr.pkl', '2025_08_01_C13_peakb_150K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2025-09-25 22:06:47+00:00,mem int,Menlo lock,lorentzian,none,none,c,C13,74.69287364413205,14.54376828988617,24.05916875138705,2.7085003411308777,787.7632727473754,2.3026348996662325,2.6202735248190003,2020407446217471.5,2968.8155340787835,195.0,2025-09-25 22:06:47+00:00,1758838007.0,60943.921377314815,2025-09-25T22:06:47Z__C13__c,483.7454513888889,41795607.0,2025_09_25_C13_peakc_195K,True,True,True,True,4,"['2025_09_25_C13_peakc_195K_data.pkl', '2025_09_25_C13_peakc_195K_data_corr.pkl', '2025_09_25_C13_peakc_195K_fits.pkl', '2025_09_25_C13_peakc_195K_intensity.pkl']",mem_int_available,mem_int_else_mem_fallback
2025-09-26 22:49:25+00:00,mem int,Menlo lock,lorentzian,none,none,b,C13,44.18929490370315,6.1717821118302245,28.328318402849906,2.207954437552061,805.6752179794656,1.5116852464615975,1.431613156462836,2020407298701436.0,1726.3040268211976,195.0,2025-09-26 22:49:25+00:00,1758926965.0,60944.9509837963,2025-09-26T22:49:25Z__C13__b,484.77505787037035,41884565.0,2025_09_26_C13_peakb_195K,True,True,True,False,3,"['2025_09_26_C13_peakb_195K_data.pkl', '2025_09_26_C13_peakb_195K_data_corr.pkl', '2025_09_26_C13_peakb_195K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2025-09-29 21:41:00+00:00,mem int,Menlo lock,lorentzian,none,none,b,C13,44.00022320817507,7.099334593430652,40.414055610979915,3.4924961346288805,830.8913894700521,2.233151664187612,3.827839283765344,2020407298700661.2,1701.3430101561808,195.0,2025-09-29 21:41:00+00:00,1759182060.0,60947.90347222222,2025-09-29T21:41:00Z__C13__b,487.7275462962963,42139660.0,2025_09_29_C13_peakb_195K,True,True,True,True,4,"['2025_09_29_C13_peakb_195K_data.pkl', '2025_09_29_C13_peakb_195K_data_corr.pkl', '2025_09_29_C13_peakb_195K_fits.pkl', '2025_09_29_C13_peakb_195K_intensity.pkl']",mem_int_available,mem_int_else_mem_fallback
